Image_name,data_type,Genotype,Treatment,Replication,Group,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d37_36_G05_0_4_S,augment_bootstrap,Hartog,T0,R4,S,446.7005604,296.0961151,1244.574203,0.246146947,421.5640221,0.386801467,0.409284053,0.858725536,2387.378072,156.9080136,1457.929922,297.7290758,920.3676959,9.865691093,61.15647971,402.6293274,5.82881302,202.1859293,1274.896467,21.74367992,12.62311809,142.8474285,3.809189922
d11_10_G02_0_1_T,augment_bootstrap,5489,T0,R2,T,113.3966859,69.46514575,394.7637687,0.192700678,146.0505301,0.40647859,0.435995311,0.609139247,761.082416,50.87821636,469.7134875,15.74812116,337.6857465,-1.175469539,4.055502581,152.7917385,-0.12175773,50.4166943,471.9487875,-1.540370405,1.666305871,50.54051079,0.008067934
d21_27_G04_0_3_S,augment_bootstrap,Forrest,T0,R3,S,112.1732049,63.1368854,481.4801762,0.140712915,167.3377321,0.396983306,0.435354357,0.592030412,955.0444644,62.29356223,567.0310644,72.61669087,407.7528729,0.459289255,22.71921346,173.9415648,0.942420296,48.77832852,551.2063997,2.989978018,1.241067,56.94069898,0.555477494
d07_11_G02_0_3_T,augment_bootstrap,5489,T0,R3,T,38.97348246,21.64686039,217.8507266,0.153877549,73.04810774,0.383913093,0.412667862,0.579873421,448.0044879,22.50846491,218.8640294,26.49445965,158.1159346,3.582724759,2.966289721,58.44668355,-1.376807278,17.9718978,193.6647094,0.329717963,0.784450625,22.66258681,0.425915641
d33_39_G05_1_3_S,augment_bootstrap,Hartog,T1,R3,S,160.4904902,82.41024485,493.1538652,0.158850632,158.9456287,0.380350669,0.407789261,0.722557008,881.1690869,59.93085773,581.9675608,82.45959755,374.7337931,2.163136059,23.1374143,161.117222,1.439193627,66.51281829,500.9322643,4.668801227,6.679263585,52.51994065,0.766716262
d05_23_G03_1_3_T,augment_bootstrap,CALINGIRI,T1,R3,T,32.6327746,13.45053928,100.2390256,0.13293039,29.73560393,0.36704555,0.411696206,0.571472104,142.051853,9.619670209,92.79293926,8.898236316,60.40745399,-0.683928911,1.566593537,23.43075136,-1.416116775,18.55727864,96.75637908,1.052633839,0.345797196,8.179109585,0.45599004
d41_29_G04_1_1_S,augment_bootstrap,Forrest,T1,R1,S,121.8105009,71.8358864,435.2317578,0.173478288,143.1230164,0.377799773,0.408027824,0.723294941,810.6886277,53.94848169,561.8134513,66.67076653,334.28269,0.979219462,25.25866151,142.6999064,1.220430542,83.81934052,437.6792676,0.529805557,5.599566544,49.03943447,0.466330579
d31_48_G06_1_4_S,augment_bootstrap,3811,T1,R4,S,163.6344043,123.9474156,705.8442293,0.166968417,243.9364475,0.388451501,0.434425584,0.737179901,1409.992227,87.79940676,897.1462647,128.0829068,597.1246364,4.499785254,24.85372827,250.9489747,2.669048372,100.8718029,793.2336984,13.05792478,6.613394787,83.45749127,0.516780962
d33_19_G03_0_3_T,augment_bootstrap,CALINGIRI,T0,R3,T,230.8666535,164.4457485,1261.879296,0.139260933,453.6037748,0.406717901,0.433678776,0.863074151,2414.356084,166.7601024,1584.739496,192.7928971,1038.01205,3.177451676,42.06552253,450.4736293,4.070823413,143.6764846,1387.530739,7.693119341,11.0223181,155.5998961,2.529357078
d11_27_G04_0_3_S,augment_bootstrap,Forrest,T0,R3,S,72.54623691,26.5450031,258.8833769,0.139361828,82.22602632,0.395454805,0.41002705,0.579231609,472.0660804,29.9806634,275.425326,55.29939964,196.5476391,-0.73243276,11.15258577,88.39550978,0.679612066,-18.75359036,261.7749042,-0.423185352,1.388019814,27.19190664,0.187192206
d09_04_G01_0_4_T,augment_bootstrap,Gladius,T0,R4,T,56.31826987,42.57383509,339.5723777,0.117939651,142.8332944,0.432793673,0.435733336,0.718032858,748.8395064,53.39167075,465.9885089,9.474098563,325.964223,2.543307988,5.767079224,142.1331999,1.250812616,17.17987469,464.4706218,0.294195294,2.084728278,54.20365638,0.470263779
d49_47_G06_1_3_S,augment_bootstrap,3811,T1,R3,S,545.7830713,309.6736647,1513.064435,0.208452186,498.1217574,0.368912088,0.410211903,0.87359672,2913.150964,180.9247455,1741.314158,511.525872,966.5514988,28.1476902,117.2345619,410.0269747,20.6538411,421.7980415,1289.845568,65.40772708,23.54789915,145.9329637,10.93407597
d43_01_G01_0_1_T,augment_bootstrap,Gladius,T0,R1,T,457.82398,329.8561564,1607.409513,0.199947673,611.9815165,0.41431628,0.434627868,1.167159509,3192.284188,236.5591659,2097.793262,276.7728568,1323.087992,18.8391606,62.08062439,590.8442862,12.73731685,201.8733072,1870.497469,45.38872951,13.08031013,216.0484794,9.780559619
d07_46_G06_1_2_S,augment_bootstrap,3811,T1,R2,S,49.01795229,27.6364014,192.5037982,0.162078326,49.84028337,0.383987699,0.408821201,0.910228041,271.5455486,18.15242107,208.9516574,19.92535018,110.70191,4.240906771,6.208372291,47.36887918,2.979855054,24.83919989,144.4822175,9.592217599,2.785848205,15.90430764,2.299763404
d41_13_G02_1_1_T,augment_bootstrap,5489,T1,R1,T,396.2507964,251.3695259,1295.576975,0.19805901,437.152439,0.368524479,0.41031878,0.77663186,2419.21092,153.1488509,1479.466183,432.1425194,829.6783501,13.94476705,106.4630198,364.5607848,9.398785199,323.5239825,1125.273817,27.07037864,19.4570029,126.8243804,5.331798209
d49_48_G06_1_4_S,augment_bootstrap,3811,T1,R4,S,526.1719016,327.5837178,1538.718235,0.224348691,484.876492,0.366123482,0.412166787,1.2382236,2892.597008,179.0210786,1740.866264,502.2709788,936.9093845,43.21184688,110.4923921,403.6034977,33.08881412,380.8728418,1256.354068,107.8043191,21.40653982,138.4475314,20.1333778
d13_09_G02_0_1_T,augment_bootstrap,5489,T0,R1,T,105.4919286,48.13916928,444.0230739,0.134464948,157.0207964,0.427264067,0.434418554,0.638754397,721.6252793,56.56171694,537.6526174,75.64923627,362.4352696,-0.365472482,6.773334303,157.5059229,-1.484328292,41.54105605,497.7542897,-2.588020962,1.45286493,58.46206581,-0.544471909
d15_17_G03_0_1_T,augment_bootstrap,CALINGIRI,T0,R1,T,96.80208192,74.18132918,621.7378989,0.113956529,247.8155071,0.420718888,0.43615866,0.643907084,1272.567963,91.62222158,827.2361554,22.1911579,599.6292478,-0.753939086,5.751714115,257.7638424,-0.07423857,10.20347172,805.3933129,4.297771455,2.300576011,88.02659284,-0.080652992
d37_11_G02_0_3_T,augment_bootstrap,5489,T0,R3,T,300.9234789,216.3948102,1024.190667,0.202164272,379.5246042,0.397813039,0.43659032,1.013854502,1977.77128,141.3616615,1280.477085,165.1023741,832.1827087,25.02228717,38.4911867,356.034177,17.95051682,129.1945808,1107.359828,56.8789577,8.371284472,123.8664655,10.81533848
d29_40_G05_1_4_S,augment_bootstrap,Hartog,T1,R4,S,139.1617206,73.06165721,632.2161618,0.124003673,253.9152542,0.414002188,0.436016106,0.86956748,1381.319377,92.59512396,848.1629257,86.43473747,548.0356814,6.102765366,14.10736497,246.2125672,4.079841827,56.12229398,767.8273626,18.39486479,4.933235791,87.35963102,2.780065997
d11_31_G04_1_3_S,augment_bootstrap,Forrest,T1,R3,S,44.37943593,40.94899758,166.4296436,0.267284467,47.40750429,0.383431314,0.409185372,0.597145201,298.3944893,19.42520252,211.2168349,30.30575273,129.1659966,-0.591075227,3.771541683,53.31184221,-0.732854298,17.25138584,160.4716048,5.238125216,1.243010109,18.31078732,0.843687274
d45_39_G05_1_3_S,augment_bootstrap,Hartog,T1,R3,S,374.2313715,237.7251845,896.2616292,0.243393805,315.37196,0.393138325,0.410059303,1.168618306,1698.251948,119.1741433,1134.630569,244.3405285,646.8333542,31.80218178,58.74097352,277.6834229,25.44423526,178.8183145,881.8134876,81.07956822,10.29546954,95.03751638,15.24097288
d31_14_G02_1_2_T,augment_bootstrap,5489,T1,R2,T,90.23619076,71.84201355,674.408003,0.097357668,231.2241543,0.394406539,0.436920184,0.707932284,1255.851617,85.73475685,808.5014564,118.2272956,553.198408,2.531773377,27.45842498,228.1322795,1.356824801,95.38787921,710.4248927,7.971275872,8.012147433,75.68780999,0.761913704
d25_06_G01_1_2_T,augment_bootstrap,Gladius,T1,R2,T,125.7972605,75.17776318,475.6818317,0.152271809,165.9484738,0.369055602,0.409346277,0.731036461,988.1435682,59.1128057,626.1161413,135.7653702,359.807075,6.729522229,42.84212132,144.0720683,5.440023728,134.583881,457.0429304,17.04332218,8.467187048,49.50247388,2.839150161
d37_31_G04_1_3_S,augment_bootstrap,Forrest,T1,R3,S,137.5348319,77.03304639,466.3395659,0.149308892,157.7671166,0.365002608,0.411009584,0.616702919,852.6508659,55.64351901,563.9112677,176.341532,339.6839168,1.438414613,28.22434711,144.8817963,-0.337984653,84.21183218,456.4919877,2.59398307,7.279229816,49.17916516,-0.249836828
d45_48_G06_1_4_S,augment_bootstrap,3811,T1,R4,S,393.2724243,260.7409212,1248.909357,0.21414505,399.5844502,0.365056564,0.408093705,1.104492269,2419.253848,143.1993899,1396.477849,337.5002428,822.1956538,24.05282206,84.46887185,347.9864218,19.85153635,266.6634874,1052.972706,55.80177054,15.82580309,115.8303862,9.071520703
d17_26_G04_0_2_S,augment_bootstrap,Forrest,T0,R2,S,47.38416446,24.7531251,329.1323666,0.107885038,104.7179488,0.430400251,0.436386845,0.601670617,543.11216,38.34144837,331.7909171,-6.119112702,238.7046114,-0.601912579,11.96245416,109.3666239,0.147439461,15.59943263,355.2430892,-4.176715163,-0.281542809,38.42842726,-0.804670957
d17_23_G03_1_3_T,augment_bootstrap,CALINGIRI,T1,R3,T,84.26050465,39.05065437,377.9970425,0.130846108,136.3209411,0.396722708,0.43454054,0.562374285,689.2682976,51.39766887,443.6831768,56.12369056,338.1014302,-0.963367616,10.70912106,141.6079665,0.475642198,49.47239663,424.3853266,-2.45971001,2.212627338,48.55489867,0.965370963
d29_22_G03_1_2_T,augment_bootstrap,CALINGIRI,T1,R2,T,120.6583451,85.64443624,723.3614751,0.114669594,281.0723073,0.408945739,0.438114552,0.58837025,1403.898243,99.86497889,983.228323,77.91680148,688.5188319,-1.751900143,21.77861164,292.1370174,-0.849639702,39.23869022,920.2115405,-0.812481282,3.08723311,97.01870077,-0.281981322
d11_19_G03_0_3_T,augment_bootstrap,CALINGIRI,T0,R3,T,81.209724,49.63205056,436.1481723,0.113246716,151.076398,0.416236059,0.436910208,1.039910326,878.9582067,57.8176922,561.7607825,37.68454478,381.0344087,3.518896145,9.939265245,165.6020186,2.369601066,-0.453146038,511.2063194,12.39704521,1.21926394,56.79848557,1.78262657
d37_08_G01_1_4_T,augment_bootstrap,Gladius,T1,R4,T,262.7587014,169.4391387,840.5499574,0.198846878,307.3994625,0.380618065,0.408414122,0.749044071,1684.057144,112.5190584,1075.771791,311.506237,548.4577663,8.990053387,78.1274322,240.4669564,6.68830901,250.841188,748.5122355,22.55594399,17.41414028,92.9158833,3.423632876
d21_29_G04_1_1_S,augment_bootstrap,Forrest,T1,R1,S,64.07190692,21.95838199,208.4124905,0.145374609,60.15983918,0.348266314,0.322837305,0.588352818,341.6399957,22.43545703,244.222909,18.9570353,148.7518834,0.863039815,15.21857389,57.65341075,-0.102722418,49.92098147,182.4519536,0.893100126,2.930263611,18.21988116,0.39338999
d1_T024_28.09.23,augment_bootstrap,3811,na,R9,S,1027.189205,458.0398084,3328.675726,0.137017062,621.0309187,0.20545912,0.189474829,0.639371724,6585.322669,118.3043972,2111.3339,3088.814778,223.9548406,1.839124766,588.8644501,75.27531208,1.316701374,1847.947939,232.1356014,-4.447913036,95.50625418,21.62243784,-0.16774429
d31_10_G02_0_1_T,augment_bootstrap,5489,T0,R2,T,298.0261241,233.24101,1212.075845,0.189327933,459.4390843,0.410798448,0.436067521,1.229081054,2379.272344,174.2083418,1610.984651,160.6960295,1031.392578,21.11414411,35.61560316,451.3738352,17.01654635,135.1692924,1419.339103,50.76183556,7.090255185,155.6078383,9.80033505
d3_T001_08.10.23,augment_bootstrap,Gladius,na,R1,T,1174.699964,724.3784435,4190.841283,0.172549085,816.5551986,0.219114245,0.188510756,0.800048904,8165.805855,174.3711083,2852.392544,3729.643103,487.7594859,5.237326568,740.432932,182.7638761,2.670366449,2295.34448,573.4851745,13.50573292,120.2033076,53.90371405,1.647382062
d13_19_G03_0_3_T,augment_bootstrap,CALINGIRI,T0,R3,T,83.41794591,45.30440374,519.918027,0.099305259,180.0504069,0.416348041,0.435048809,1.024189039,900.3725575,67.48368774,646.2464729,70.68171126,448.2051071,2.736629755,7.438333013,189.9196517,3.515105733,16.63287473,601.761194,13.24326372,1.713174266,63.79955166,2.020903537
d4_T011_14.10.23,augment_bootstrap,Gladius,na,R4,T,1195.529394,486.1552641,3831.676363,0.128114659,682.0782638,0.197746802,0.191638758,0.841427473,7610.779545,128.8546284,2358.559741,3550.205871,233.8057687,-0.398970989,668.3803046,81.24177793,0.826586023,2132.320185,253.2637797,2.084691076,107.1440346,21.84590933,0.350804554
d29_47_G06_1_3_S,augment_bootstrap,3811,T1,R3,S,142.6816352,70.99789182,502.0115075,0.14649205,168.6783078,0.380874462,0.410637941,0.856300708,943.939288,61.86297113,579.8837588,91.32413496,375.2429137,5.167446939,32.38710626,152.9535225,5.724541881,101.9682097,495.2607136,13.90724419,6.650907588,52.9521737,2.482694719
d43_22_G03_1_2_T,augment_bootstrap,CALINGIRI,T1,R2,T,247.820835,194.4722773,1057.332735,0.186082579,360.2054801,0.383188375,0.43367736,1.098805575,1900.886543,126.4083176,1280.520611,202.5570775,832.5788907,6.356987224,53.0861222,344.4463182,5.621426378,169.7976571,1074.610084,18.13210967,11.56268191,112.3444139,4.092671972
d21_28_G04_0_4_S,augment_bootstrap,Forrest,T0,R4,S,153.9576657,92.26485717,458.7909824,0.200771711,158.0216983,0.390145373,0.434511691,0.602722796,836.3106274,53.61182303,524.5621006,92.37939549,388.0571727,1.30325194,18.11192536,160.3304403,-0.693310948,68.93733166,474.4253495,1.088063937,4.045216954,53.03812085,-0.735180986
d25_07_G01_1_3_T,augment_bootstrap,Gladius,T1,R3,T,111.6286521,75.6873621,638.7615772,0.12068753,210.9075024,0.383151757,0.409235088,0.789344702,1278.425475,73.78670225,737.6606373,98.57580986,484.0718118,2.027186237,34.96679136,205.1779934,1.537774644,119.2644299,632.4871229,7.591943827,6.201268915,66.46079449,0.923016888
d13_05_G01_1_1_T,augment_bootstrap,Gladius,T1,R1,T,78.95575238,56.31579511,363.3814282,0.140714057,139.7659258,0.414197599,0.437119169,1.027797256,658.4977374,52.62490803,511.3791034,114.328898,312.4185061,3.999165901,8.584329198,140.5103272,3.394218295,42.78553446,468.0740678,7.449955597,2.09623934,47.66905298,2.247075073
d37_32_G04_1_4_S,augment_bootstrap,Forrest,T1,R4,S,148.6960033,68.41865445,479.6867843,0.147290989,154.7930373,0.374006022,0.412948718,0.835524414,872.4993043,54.31133694,548.4397697,103.7459372,336.8956713,0.529442717,21.23034578,144.42108,-0.794468327,74.68123352,445.0853037,0.243670425,5.369799608,48.73276396,0.465629156
d21_30_G04_1_2_S,augment_bootstrap,Forrest,T1,R2,S,58.10422942,15.28941766,217.0866715,0.084073352,67.25242424,0.367798638,0.409292655,0.582221852,409.2584933,24.25489653,252.167319,49.89669612,171.8983765,0.553518781,16.56967918,68.35886085,0.125517781,38.41997519,201.4330206,2.219454698,2.725245047,22.44473996,0.020524704
d17_35_G05_0_3_S,augment_bootstrap,Hartog,T0,R3,S,113.161028,52.61814487,449.3777888,0.139256356,132.2058147,0.381464117,0.408415563,0.653091061,732.3246244,48.2255765,474.0115133,88.35312379,301.481219,0.799546056,15.72278666,132.7690841,0.576139426,70.74058769,415.9830368,-1.087395281,2.643526452,42.59078684,1.174141011
d45_29_G04_1_1_S,augment_bootstrap,Forrest,T1,R1,S,176.4237589,91.18176557,535.4895138,0.181161142,176.3373877,0.369821653,0.410810891,0.839094381,952.7930066,60.73959569,634.1046903,105.318681,389.6064273,0.568141284,26.18641424,154.5399365,0.365064209,98.84023568,507.8332202,5.682599789,5.702475645,53.12979014,0.812777206
d17_31_G04_1_3_S,augment_bootstrap,Forrest,T1,R3,S,89.05537394,61.47588926,198.0388897,0.239193315,68.10358936,0.363600387,0.412413287,0.588522966,371.5666672,21.95817692,215.4398485,75.31767195,170.9390289,0.006049944,10.31629144,68.57998298,-0.643937531,22.04587419,205.4358768,1.871029571,1.832763213,25.37738028,-0.20872637
d11_30_G04_1_2_S,augment_bootstrap,Forrest,T1,R2,S,12.50454286,5.031316809,80.56409294,0.07700019,36.15375452,0.41580571,0.435475284,0.587561808,202.0246229,13.92271567,112.4954906,0.059592832,71.5804044,0.392670902,9.707584091,33.67888471,-0.833710382,9.82955959,95.00937869,0.298782479,0.388549007,12.07624312,0.155876548
d15_03_G01_0_3_T,augment_bootstrap,Gladius,T0,R3,T,100.5097633,70.87814319,509.3430547,0.12061734,202.2385102,0.409132805,0.434902409,0.722777366,1040.800629,74.56076088,690.0874383,39.89003699,469.8104328,7.1151834,16.45734407,201.176037,4.161626088,48.2590658,632.6664739,12.63190548,2.645823119,69.70808921,2.196089587
d31_02_G01_0_2_T,augment_bootstrap,Gladius,T0,R2,T,216.5834604,145.9832348,976.5444858,0.145694757,391.626481,0.429236019,0.437357276,0.910839101,1913.895657,155.455977,1356.224656,116.5640694,890.3075371,10.00296188,22.17418531,404.0310401,6.81478431,80.32729361,1266.735142,21.92620409,4.196406199,145.243028,3.976479166
d49_13_G02_1_1_T,augment_bootstrap,5489,T1,R1,T,662.4237538,454.2546994,1750.271378,0.25898295,565.8577075,0.364631675,0.321857491,1.246529076,3366.485501,209.7820413,1993.498851,618.1734236,1010.377344,60.54281542,146.3053307,442.468892,46.22427802,498.5238388,1374.968794,144.4531265,30.71141872,150.3328206,28.14952054
d43_17_G03_0_1_T,augment_bootstrap,CALINGIRI,T0,R1,T,777.8632311,603.4066642,2133.996664,0.281372684,753.2029603,0.402343899,0.41439383,1.164076275,4076.803625,303.7912937,2712.926208,603.6695429,1449.902826,82.82899527,161.9167071,651.9706489,57.70138598,465.3735913,2066.791852,183.7723524,30.48619211,237.575528,31.38621074
d43_26_G04_0_2_S,augment_bootstrap,Forrest,T0,R2,S,270.371834,161.4035831,871.4214701,0.188141703,318.1456564,0.400128028,0.43480231,1.168077354,1766.671272,119.5681724,1108.263804,122.9984967,738.6712485,12.4946049,29.02792167,319.1199365,9.365959374,101.1218331,1009.847335,29.15294952,4.917257107,107.5444297,6.994170359
d3_T021_08.10.23,augment_bootstrap,Gladius,na,R9,T,1115.93653,316.2084032,3146.242145,0.097408698,578.7974172,0.202298801,0.189267449,0.834876037,6324.35053,103.9262874,2001.855875,2966.320545,197.4513925,0.232557471,556.6734706,73.21086419,2.005085255,1768.872466,224.9700464,4.799238712,88.66400826,21.65942242,1.053361338
d09_19_G03_0_3_T,augment_bootstrap,CALINGIRI,T0,R3,T,68.7791469,45.55026668,313.7056173,0.135180543,128.3601465,0.415564381,0.435812125,0.968158389,712.5906586,48.72488048,432.2708188,21.9700016,299.3108919,8.197308735,9.898222835,127.1318129,4.121408821,6.958130037,396.4542165,16.69559151,1.565142644,45.9678392,2.610793028
d41_25_G04_0_1_S,augment_bootstrap,Forrest,T0,R1,S,421.1368815,287.4766469,1080.140931,0.258314089,383.1755222,0.395393916,0.410667548,1.367534821,2010.078255,152.9254722,1321.590393,262.3971209,775.6198279,47.95052341,59.20421504,331.400677,38.67061717,221.994013,1060.733625,119.7852701,10.60095295,114.3628037,24.90658811
d13_30_G04_1_2_S,augment_bootstrap,Forrest,T1,R2,S,38.35683112,16.7818835,120.4199803,0.162808971,44.45739822,0.391666975,0.41224867,0.587785253,297.133877,14.81204165,96.98460356,12.83525054,107.014266,-0.803081599,6.902655371,38.8446785,-0.814911641,9.826635839,109.5608516,-2.520391297,0.353612215,12.42705273,0.327544136
d13_43_G06_0_3_S,augment_bootstrap,3811,T0,R3,S,95.76783732,69.70481338,443.7019798,0.159526083,149.3026264,0.406301395,0.436036748,0.720723357,802.6787584,56.54702368,488.5404884,47.32243085,355.6642063,1.965883934,10.52907171,152.1722886,0.240151151,62.31284346,466.1412342,2.645789518,3.498250391,52.76144628,1.383764678
d15_01_G01_0_1_T,augment_bootstrap,Gladius,T0,R1,T,133.3488934,83.7106984,520.0822667,0.149036404,201.1390699,0.415482938,0.43810917,0.644755219,1040.840599,77.94741422,678.5575948,93.90844047,452.5131163,-0.974702072,16.07946941,199.4236896,-0.326651492,43.29030641,638.0651551,2.006496097,3.722056509,69.96493155,0.20905103
d43_11_G02_0_3_T,augment_bootstrap,5489,T0,R3,T,409.1134529,289.3762163,1300.912323,0.228424999,461.8373953,0.397650939,0.435288395,1.247942649,2491.529898,173.5386867,1555.332029,245.3134332,951.5576643,38.65218132,58.45215415,410.3099531,31.03125052,173.8491841,1297.864636,90.49655576,12.61956208,143.8952798,18.14326236
d17_12_G02_0_4_T,augment_bootstrap,5489,T0,R4,T,95.87305237,59.01950914,561.6896357,0.109250279,214.6440756,0.419814062,0.436859174,0.613991695,1118.685362,76.20875072,713.3497633,55.46771381,501.6309351,-0.536745773,12.01631269,221.4130401,0.173090928,39.20840953,679.5083786,-0.163591775,2.942442872,76.75847733,-0.192031277
d31_25_G04_0_1_S,augment_bootstrap,Forrest,T0,R1,S,153.2718591,90.56338026,631.3192519,0.147825051,217.3654246,0.397693662,0.433455919,0.72296119,1151.509371,79.75085132,756.2068277,75.06534826,519.7844538,1.343372163,27.41162999,226.1951062,1.790276031,59.31251121,696.9183619,5.791925445,3.347167217,75.08240891,1.043002539
d13_25_G04_0_1_S,augment_bootstrap,Forrest,T0,R1,S,51.16794669,21.87012917,227.4085731,0.127554472,64.46281969,0.398369494,0.412482643,0.818127577,343.4220412,25.84885583,225.7676289,12.110478,157.6994853,2.001594039,8.159529745,60.29057196,1.997405152,55.11256509,208.979291,6.337864725,1.281116185,23.39601544,1.011942298
d29_34_G05_0_2_S,augment_bootstrap,Hartog,T0,R2,S,218.8666383,137.5902731,855.8966722,0.159362073,318.4837333,0.405359271,0.435863122,1.040291044,1658.232357,119.943783,1089.604609,146.1900262,712.9573254,18.33105506,17.95201509,305.6598331,15.44433276,102.0799532,955.1264929,57.27918184,4.458086278,105.7611442,9.745107346
d41_17_G03_0_1_T,augment_bootstrap,CALINGIRI,T0,R1,T,686.1905078,546.7227839,1845.812327,0.297039011,631.8075333,0.394296239,0.409886874,1.045431558,3466.32187,246.8861639,2289.923917,508.0471495,1248.66988,62.92477197,129.5340186,553.0062044,44.00962883,440.139893,1736.315653,137.2768,26.6926409,197.9566455,23.44651813
d31_38_G05_1_2_S,augment_bootstrap,Hartog,T1,R2,S,191.2453066,105.2276837,597.7929958,0.172222942,207.8854993,0.382141693,0.411008818,0.773390776,1245.864202,74.18950921,723.4417683,162.0773615,452.504399,2.371459811,28.26471193,193.7094302,1.582607199,130.8354721,611.2551654,3.287841071,7.425931869,65.18217315,0.706026375
d4_T006_14.10.23,augment_bootstrap,3811,na,R3,S,1272.818117,497.9050514,4549.518713,0.113543935,799.7169938,0.193867644,0.192421157,0.598354507,8829.659845,147.1955631,2797.001096,4227.980845,249.3018412,-0.900723502,801.9473816,83.95429879,-0.00999645,2499.993078,269.5588405,6.306602156,125.7700223,22.90992078,1.082440623
d29_03_G01_0_3_T,augment_bootstrap,Gladius,T0,R3,T,186.2296124,133.0127018,904.1944734,0.140524623,346.2973719,0.411674252,0.43700766,0.714900527,1786.946115,130.0496995,1194.132739,78.61415028,800.7624971,4.102243564,33.37333332,353.6918341,4.576381965,98.58084504,1103.518884,8.262643587,5.135353901,120.9491423,1.793622278
d05_04_G01_0_4_T,augment_bootstrap,Gladius,T0,R4,T,35.39115168,22.85738995,179.6520674,0.125939007,78.49540873,0.407287125,0.436704931,0.738290079,416.2148115,29.43459789,301.6993965,-1.663837775,192.9447058,0.836818329,7.475566841,83.22982436,-0.121212347,34.77820938,249.310658,3.145768162,1.491108675,26.58233161,0.095603384
d31_29_G04_1_1_S,augment_bootstrap,Forrest,T1,R1,S,111.9300138,48.54222051,350.3358035,0.174240752,109.7364261,0.350046889,0.406631727,0.57489869,690.3743435,34.83386429,333.5539243,126.7583327,202.9605012,-0.754458951,27.84483871,95.97081472,0.519166897,73.08406879,288.4950779,-0.148622476,3.516059082,30.48714014,0.728217638
d21_47_G06_1_3_S,augment_bootstrap,3811,T1,R3,S,74.53954753,41.03106443,439.0856136,0.112712553,155.9502884,0.388173344,0.412680803,0.728458928,731.3307665,49.33345845,511.5462035,22.63622601,358.2692774,1.25431645,15.89224219,145.6353825,-0.180418293,35.3962825,452.7659095,-3.427435144,3.118507571,51.1969313,0.160148414
d31_06_G01_1_2_T,augment_bootstrap,Gladius,T1,R2,T,195.0033743,126.703677,652.7072348,0.209254265,207.2885732,0.367858437,0.32594039,0.741900073,1239.836463,73.21136003,737.7100631,229.4465053,389.1566757,8.624310438,63.05140896,165.1203507,5.896213626,193.72122,523.7170207,19.80527418,12.19066149,58.06471337,4.272467148
d17_28_G04_0_4_S,augment_bootstrap,Forrest,T0,R4,S,121.3930636,75.83627892,385.3981673,0.197103715,129.6456597,0.382985909,0.410685981,0.584831374,701.2261105,45.18926786,412.4845177,66.20335612,303.55749,1.045651394,8.66762688,130.2613113,-0.566366701,44.70401082,395.1003679,-7.497174198,2.166201918,40.52561127,0.823317539
d43_04_G01_0_4_T,augment_bootstrap,Gladius,T0,R4,T,745.3432265,592.9526415,1936.121082,0.307045958,660.0157249,0.395342162,0.411010003,1.329518098,3631.757268,269.4126119,2412.051219,537.6343805,1296.902467,101.4068533,123.8394219,568.6188707,74.02352205,422.6777492,1795.115125,233.3016018,24.50336747,203.4079184,44.60814301
d4_T006_14.10.23,augment_bootstrap,3811,na,R3,S,1270.37517,508.9711667,4500.008662,0.1127706,797.8383617,0.197069802,0.189771021,0.603191742,8945.4952,148.0081916,2781.755177,4227.251242,246.9378304,-0.324046333,809.4275594,87.17625553,1.146070933,2536.804832,241.5672748,2.181947192,126.7340243,22.42750837,0.584342987
d11_07_G01_1_3_T,augment_bootstrap,Gladius,T1,R3,T,57.44434349,40.0483739,368.1939903,0.087637556,147.8737397,0.425219834,0.435197135,0.840729581,821.1449172,57.73426411,555.5244906,38.94828929,366.9050092,0.515575552,5.032222019,167.9183303,-0.23661628,25.83869798,507.1003202,4.661949349,1.7068737,56.25551752,0.614487438
d15_37_G05_1_1_S,augment_bootstrap,Hartog,T1,R1,S,58.41615807,22.62659791,249.4153784,0.098776318,89.33060481,0.400600927,0.432600011,0.590596921,389.4598185,31.5634998,307.1650795,21.11003816,195.9681159,0.04716959,7.733799573,86.96336354,-0.444126126,15.88061302,277.4762645,3.691007419,2.594814589,29.91883549,-0.695519506
d7_T021_04.11.23,augment_bootstrap,Gladius,na,R9,T,1125.056276,389.9010259,3399.067445,0.116768465,624.4063269,0.201351481,0.189349954,0.67262372,6764.802029,119.890084,2146.371209,3161.302178,235.7488118,-0.240272037,603.1574617,79.04679404,-0.515554212,1888.190365,234.9061333,2.639147786,96.21193317,24.48723988,-0.454449221
