Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Custom_points,Custom_center_x,Custom_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d19_47_G06_1_3_S,glasshouse_b2,3811,T1,R3,S,6809,1448,2101,77,1568.116883,2297.038961,17187,1445,2079,17362,1454,2000,6809,1447.707152,2100.978705,6772,1290.788984,2391.993798,364521,1456.172119,970.9714063,6119,1508.259029,2324.640628,6809,1447.707152,2100.978705,65,31,390.038829,0.079479,138.40657,0.389061,0.410526,0.725714,773.504969,48.567633,478.400054,54.142344,335.153162,0.743323,13.243793,138.544481,0.491193,41.606603,435.250323,1.543128,2.692872,45.619181,0.25558
d13_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,5025,1394,1370,63,1463.84127,1135.507937,10416,1581,1113,15003,1532,1601,5025,1404.118806,1371.720796,6342,1490.238726,1070.04147,351864,1456.90726,1354.636155,8340,1529.494125,1943.241367,5025,1404.118806,1371.720796,82,52,373.998255,0.139038,142.688326,0.414245,0.435429,1.026315,731.9538,52.995541,488.026374,43.297004,326.46632,4.23493,10.144469,142.011248,3.187902,31.869791,446.141494,10.015089,1.989703,49.068531,1.937306
d35_06_G01_1_2_T,glasshouse_b2,Gladius,T1,R2,T,6530,1624,812,71,1622.690141,919.9295775,24985,1802,945,25574,1527,1918,6530,1627.007198,812.0627871,14993,1778.167478,751.1359301,357104,1875.162269,1473.462711,8559,1454.997313,1479.3102,6079,1472.905083,1614.613094,251,159,776.005997,0.204895,254.47217,0.366413,0.324549,0.725714,1508.006733,90.775518,898.408398,299.581444,472.039323,4.385231,76.983837,206.192987,2.79545,241.851857,647.774374,8.782167,16.195206,73.175416,1.404896
d4_T020_14.10.23,field,Gladius,na,R8,T,335568,1154,4437,69,1297.405797,4720.478261,298396,1111,5299,301324,1019,2837,187641,1067.023241,4818.376954,153767,974.5909721,5919.753328,1375169,1359.019195,5273.574114,222380,1051.594703,5633.98816,66723,1149.062227,5180.532245,1283,1077,5379.635367,0.200199,1063.655579,0.223563,0.239473,0.987374,10441.05442,237.38922,3775.145845,4667.590194,691.530436,20.514736,938.487417,248.725358,14.40785,2948.392946,781.489303,45.263595,156.705053,72.624033,8.060135
d33_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,8705,1882,3585,48,1190.5,2952.041667,28210,1675,4008,27988,1673,4011,8705,1823.705686,3582.956692,12589,1805.109143,4211.815394,428234,1654.900578,3266.076309,18284,1888.805294,3878.426767,8705,1823.705686,3582.956692,252,172,985.356745,0.174556,376.489043,0.419213,0.435429,0.870857,1922.208067,144.369757,1306.132849,104.525194,874.32414,6.507411,23.596628,387.490361,4.66801,74.130994,1217.33687,14.664985,4.475716,137.232704,2.661337
d3_T017_08.10.23,field,Gladius,na,R6,T,16954,1933,3605,59,1417.423729,4976.20339,176487,1220,4956,192847,1310,4821,13139,1359.567014,5151.583682,81932,1593.00559,3518.130608,529914,1098.053418,4865.194382,73691,1621.198179,3598.142297,13006,1359.217669,5151.405966,1016,304,3357.064257,0.090555,601.591987,0.197122,0.18932,0.71842,6674.291851,112.939249,2087.262486,3157.016279,199.138434,0.909544,594.93998,68.833767,0.602262,1869.059071,216.311353,1.892062,93.499521,19.125772,0.313956
d09_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,3959,1208,1173,61,1224.754098,1123.983607,11415,1184,911,11841,1184,892,3959,1209.561253,1173.971963,5667,1110.277219,907.0871713,370390,865.5852534,861.1238856,7843,1590.226954,276.2672447,5799,1791.658389,531.1508881,92,64,350.011534,0.182851,133.429621,0.414611,0.410526,1.026315,681.448536,50.347173,459.010897,34.747279,311.584994,3.679261,8.370086,134.639418,3.098202,26.295401,422.982207,9.733288,1.665441,46.59869,2.083043
d29_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,14555,1568,3274,49,1775.306122,3270.795918,21290,1538,2605,21796,1564,2698,7536,1564.787818,3853.661624,9401,1789.762153,3264.089565,529177,1824.500626,1776.907553,14049,1505.770731,1799.883906,10263,1508.088765,2328.384098,182,124,694.225632,0.178616,257.152876,0.407646,0.435429,0.649099,1356.914736,95.150239,894.130596,76.995568,617.157492,0.072571,18.291786,266.271717,0.047106,57.465339,836.517269,0.147988,3.624084,91.50214,0.024015
d29_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,10012,1463,3156,57,1642.912281,3420.421053,30015,1453,2559,29734,1453,2559,10012,1451.539453,3160.219836,15104,1426.648106,3378.255032,512870,1233.587377,3333.920455,14324,882.2912594,2461.737015,9997,1451.525758,3159.317195,201,135,1080.179008,0.124979,397.481759,0.40713,0.435429,0.846321,2119.894319,147.273675,1387.433395,137.906281,937.194863,5.077864,36.282577,401.720013,3.597867,113.985077,1262.145284,11.303033,7.767464,137.496739,2.009472
d13_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,7437,1992,1667,70,1790.457143,1234.471429,11549,1988,1704,14355,1765,1640,7437,2010.581417,1666.621487,5178,1872.977984,1577.936269,529743,1860.420368,1065.397162,4256,1667.942669,969.8768797,7437,2010.581417,1666.621487,74,38,348.094376,0.109166,131.407242,0.410603,0.435429,0.580571,687.415269,47.745026,450.335477,30.288592,317.805784,0,7.313203,136.033032,0,22.975103,427.360374,0,1.472034,46.272992,0
d07_20_G03_0_4_T,glasshouse_b2,CALINGIRI,T0,R4,T,4314,2009,1368,63,1600.793651,433.2539683,10289,1520,419,9421,1358,410,4314,1998.84701,1373.611497,6862,1521.085689,341.9653162,357957,2042.458413,875.4900812,7091,1512.494853,345.0421661,4300,1999.196279,1374.75907,81,49,261.901552,0.187093,95.062351,0.393929,0.410526,0.598439,511.921501,33.851576,326.043649,36.026525,225.875026,0,8.384234,95.368891,0,26.433443,299.610206,0,1.648666,32.202911,0
d1_T005_27.09.23,field,3811,na,R2,S,13976,526,6188,62,1588.919355,5141.435484,179226,1263,5337,175457,1264,5337,13144,523.740566,6182.095709,80604,1692.565493,4808.602104,366783,1391.149617,4897.081402,80781,1666.647318,4933.448781,12676,524.0633481,6178.197144,1044,364,3594.733037,0.101259,651.781851,0.200505,0.18932,0.567961,7142.625416,123.721171,2266.193628,3375.040114,219.692923,0,645.863721,75.457701,0,2029.040721,237.152906,0,102.954747,20.766424,0
d43_44_G06_0_4_S,glasshouse_b2,3811,T0,R4,S,14746,666,2697,83,866.253012,2158.46988,94035,1297,1301,96593,1216,1449,11361,763.625033,4879.93064,50684,1611.788,825.0840502,450985,914.1831014,2547.669064,54164,1671.607636,875.8833912,7351,2130.076452,2596.18909,1092,882,2641.169371,0.333943,913.967889,0.404116,0.410526,1.458668,4895.336258,397.772023,3381.192028,755.546316,1684.065134,201.557922,175.739383,747.063702,153.130684,552.195151,2347.256739,481.740139,34.357495,268.248179,95.16635
d37_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,3592,1474,2330,50,1273.62,2020.18,13396,1486,2291,13709,1480,2306,3592,1472.758352,2328.670379,7088,1360.557562,2675.33592,347396,1444.77099,2509.585968,6836,1488.058953,2526.307636,2751,1628.692475,2512.211923,171,91,586.150569,0.15525,183.725768,0.347528,0.324549,0.846321,1150.251723,61.780786,644.238815,235.987572,344.912066,5.25093,57.292555,143.986003,3.789026,179.989869,452.34537,11.903575,11.588427,48.031604,2.160755
d05_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,3357,1588,876,78,1691.371795,242.2948718,4327,1584,831,5187,1594,754,3357,1593.241287,875.5677688,2422,1547.030553,723.3406276,377802,1876.404151,876.3712738,2446,2014.508177,607.6439084,3357,1593.241287,875.5677688,29,19,155.669343,0.122054,58.791192,0.408824,0.435429,0.725714,305.38908,21.186727,199.817439,14.954505,139.300763,1.414075,3.729275,58.936144,0.938447,11.715864,185.153357,2.948219,0.763201,19.932076,0.49145
d35_35_G05_0_3_S,glasshouse_b2,Hartog,T0,R3,S,6133,1434,4244,66,1331.651515,3311.681818,29414,1159,3576,35643,1178,3220,6133,1438.654166,4239.956954,13680,1607.890424,773.9456871,379605,1609.58955,873.9730378,12421,1314.980597,3601.039208,5939,1437.967335,4240.032665,335,203,840.575002,0.241501,283.259473,0.376346,0.410526,0.870857,1618.679402,105.132516,1003.203191,220.619824,613.26527,6.689908,48.418543,266.473369,4.392893,152.11134,837.150777,13.941074,8.9914,93.809836,2.33128
d27_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,6718,1198,3789,72,1343.986111,2496.472222,21146,1334,3017,28111,1386,2576,5053,1152.019988,3923.277855,11458,1533.257026,863.6764706,379683,1454.90275,336.1516555,8544,1391.804541,2542.044827,4116,2502.50656,3010.874636,184,102,598.140416,0.170529,210.122029,0.385319,0.435429,0.598439,1172.705281,74.579175,727.689028,108.069261,490.071155,0,24.887564,206.743048,0,78.186587,649.50244,0,4.786364,69.792811,0
d6_T019_28.10.23,field,Gladius,na,R7,T,126899,692,3756,65,398.2769231,4778.523077,325853,1045,5404,308245,785,2840,113803,691.5889564,3691.934571,169196,817.336515,4039.345174,884378,744.9520341,3544.417011,205778,618.7409344,3582.814135,97480,690.5435987,3618.086674,1474,892,5742.963646,0.155321,1087.237969,0.211933,0.18932,0.757282,11259.14252,221.685019,3825.94171,5203.439034,537.388649,2.135964,1029.990989,186.355996,1.403446,3235.828048,585.704605,4.409057,169.00442,51.953054,0.727546
d21_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,3039,866,2226,54,1659.944444,701.3148148,6158,550,2048,5698,558,1935,3039,883.3632774,2228.135242,2342,512.3403074,2084.952178,366998,1324.48582,2055.998659,2795,870.0665474,2247.525224,3039,883.3632774,2228.135242,73,33,218.43856,0.151072,71.794458,0.358957,0.410526,0.580571,431.264584,23.716444,248.074814,44.429857,174.008703,0,10.082767,68.881899,0,31.675947,216.398867,0,1.910172,21.806272,0
d41_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,6703,1704,4532,60,1189.233333,2291.333333,31788,1452,2910,31961,1452,2910,6703,1710.131881,4530.386394,15174,1696.396534,3651.967444,245362,1903.846325,3211.764316,14567,1422.420059,1609.241848,6424,1709.874066,4521.381227,471,249,1265.323362,0.196788,426.421794,0.376878,0.435429,0.973648,2460.337891,155.35055,1499.315506,348.027417,908.408265,8.88768,76.667809,394.026208,6.476193,240.859026,1238.110921,20.345559,14.306059,137.281202,3.763289
d25_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,12477,1238,3147,69,1119.608696,1561.014493,24881,1254,3026,18985,1196,3382,12477,1274.607919,3153.149395,8582,1108.628175,2991.068166,677542,1290.195753,2296.59194,12115,1166.952456,3601.929922,13794,2411.92417,2673.906699,92,60,740.642108,0.081011,260.555108,0.389024,0.410526,0.580571,1465.074481,90.682413,904.322088,99.428318,641.21379,0,25.533169,262.321492,0,80.214817,824.107271,0,5.381002,85.30141,0
d33_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,8520,1273,2028,68,1764.764706,838.3676471,18129,1661,1589,18761,1748,2549,8520,1267.807629,2029.741315,10600,1370.571038,1481.518208,457793,1472.532466,1119.02455,11317,1368.680746,1431.296987,9978,1714.90459,1721.296753,155,103,691.971152,0.14885,246.46692,0.393365,0.410526,0.725714,1354.208864,89.284422,853.530164,136.913351,548.735023,6.322778,35.013288,232.563297,4.110504,109.997488,730.619146,12.91353,7.340694,79.83435,2.109378
d35_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,15732,1314,3738,52,1595.557692,4431.75,37540,1566,1507,53974,1406,2446,15732,1437.660056,3732.281973,20623,1622.815352,1027.56854,308448,1458.02746,3096.346801,19487,1586.856212,1001.400626,7283,1436.725525,4329.307566,309,185,1087.809868,0.170066,383.630569,0.389661,0.410526,0.88287,2124.486635,140.290036,1338.100705,238.407484,837.163967,12.238417,58.377189,358.550403,8.94623,183.397347,1126.597949,28.105409,11.861731,123.230417,5.197887
d05_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,949,1572,216,61,1355.57377,792.2295082,2823,1468,165,2823,1468,165,949,1571.731296,215.8271865,1752,1532.174658,203.0017123,245926,1323.500508,248.0370477,1752,1532.174658,203.0017123,1129,1227.620903,105.3985828,34,20,76.749197,0.260589,25.953865,0.368545,0.410526,0.598439,148.957706,9.081051,90.354443,20.033254,56.715943,0,4.570874,24.174942,0,14.406624,75.947819,0,0.871467,8.209583,0
d29_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,5938,1471,2213,51,1615.019608,1789.333333,12842,1470,2052,12229,1468,2032,5852,1457.569378,2209.323308,6911,1535.172334,2513.407756,377408,1456.722679,1570.141799,7548,1535.496423,2539.739401,5411,1457.224358,2249.905932,124,72,496.515121,0.145011,169.405849,0.378273,0.410526,0.846321,974.583244,59.884513,593.034978,117.894176,372.776992,5.843953,29.552702,154.957673,4.258522,92.84255,486.813886,13.378542,6.099329,51.331876,2.453307
d07_15_G02_1_3_T,glasshouse_b2,5489,T1,R3,T,1168,1327,1037,98,1334.204082,1017.561224,1785,1567,208,1785,1567,208,1168,1327.486301,1037.123288,1168,1327.486301,1037.123288,336371,1457.230222,292.8009014,1168,1327.486301,1037.123288,1168,1327.486301,1037.123288,33,17,56.300626,0.30195,17.553619,0.347224,0.410526,0.580571,110.435676,5.922965,62.083552,18.208653,38.091973,0,4.067087,15.679825,0,12.823928,49.259624,0,0.767486,5.155479,0
d07_30_G04_1_2_S,glasshouse_b2,Forrest,T1,R2,S,1251,1324,666,63,1143.777778,1094.428571,2713,1372,364,2998,1372,364,1251,1323.706635,665.5419664,1688,1349.848934,272.9922986,334971,1454.93034,295.3608372,1251,1323.706635,665.5419664,1251,1323.706635,665.5419664,24,12,60.082519,0.199725,21.208648,0.385863,0.410526,0.615789,117.762003,7.66291,73.730915,12.126356,47.78096,0.175203,2.819675,20.541716,0.107888,8.85827,64.533705,0.33894,0.551175,7.059556,0.052179
d07_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,3055,1341,915,63,1423.936508,773.6349206,2623,1246,1039,3534,1306,965,3055,1335.010802,913.1296236,1517,1404.878049,808.7791694,306857,1454.052412,869.0371965,1404,1425.225783,769.5990028,1703,1411.160893,795.1644157,21,9,83.012221,0.108418,27.317918,0.354154,0.410526,0.52332,165.026051,8.938843,94.144874,21.245453,61.766768,0,5.34042,24.626824,0,16.777424,77.36745,0,1.103904,7.83494,0
d41_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,8673,1453,4225,64,1113.9375,3736.53125,42115,1619,2532,43485,1617,2534,8673,1417.648795,4225.834313,20259,1265.880892,2294.166691,393763,1086.382029,2624.852246,29898,1226.546057,2857.266071,7054,1441.89949,4344.27006,518,318,1473.082785,0.215874,507.190559,0.384112,0.410526,1.056656,2848.689602,191.271321,1790.388122,429.520859,1009.690663,33.871264,105.077094,438.998367,25.751491,330.109425,1379.378,80.900696,21.357103,154.193109,15.721109
d29_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,12457,1715,3885,47,1612.404255,2510.808511,27243,1635,4035,27097,1635,4035,12457,1731.17436,3886.50879,12283,1769.697142,4281.055524,413450,1625.723759,3277.277784,17582,1903.775225,3788.70612,8557,1798.56854,3582.290873,195,141,948.325786,0.148683,374.082201,0.430118,0.435429,0.781618,1852.488869,144.206501,1287.933641,69.993493,873.159091,5.173201,16.49378,390.000469,3.467762,51.816738,1225.222607,10.894296,3.232851,139.134935,1.838714
d27_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,5252,597,2508,62,559.1774194,2665.83871,13792,822,2033,12134,2281,2162,5252,597.1612719,2507.974296,5275,2478.389953,2916.081896,223527,816.6666622,2163.489538,4156,2487.120308,2997.740857,5190,595.327553,2512.842389,103,45,329.123325,0.136727,115.933935,0.383634,0.435429,0.598439,648.889574,41.242561,398.808511,68.67262,260.450705,0,14.746195,112.198497,0,46.326538,352.481973,0,2.700043,38.542518,0
d35_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,5266,603,2505,72,2470.361111,2911.944444,15919,2273,2162,19182,807,2143,5266,603.4781618,2505.312002,7287,673.2831069,2298.87018,339338,861.4131869,2072.793675,7076,677.9136518,2282.206049,5018,606.8565165,2488.206855,164,92,447.058027,0.20579,153.82721,0.377048,0.410526,0.725714,872.169271,55.322091,534.582035,112.138785,332.769138,2.150104,24.66459,144.092024,1.406133,77.486095,452.678443,4.417497,4.58754,50.009146,0.725405
