Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Custom_points,Custom_center_x,Custom_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d33_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,16212,2422,3361,74,2392.783784,4054.405405,20432,2209,2572,20697,2209,2572,16212,2411.634653,3361.224217,8346,2129.22382,2673.074407,556112,2129.564627,2131.305789,12892,2359.953072,3997.279631,15453,2421.291982,3426.62318,103,83,716.515312,0.115838,255.957355,0.393837,0.435429,0.725714,1408.466997,90.258617,883.031345,132.501448,583.125398,0.888466,35.496244,245.006629,0.574734,111.514738,769.711025,1.805581,7.683192,82.282416,0.293008
d25_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,8094,2550,2091,49,1929.285714,1133.346939,18771,1354,2230,13973,1366,2363,8094,2552.740054,2088.711885,8357,1576.743927,2686.902836,509794,2158.801812,1223.220138,7237,1585.974022,2740.136797,9806,1720.396288,1739.948603,100,70,523.457918,0.133726,188.644784,0.394886,0.410526,0.580571,1029.817636,66.261509,647.64118,65.624254,457.833665,0,16.237882,189.912708,0,51.012811,596.628369,0,3.315963,62.945546,0
d15_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,3714,1497,1989,72,1499.930556,513.5416667,14112,1245,702,15580,1183,778,3714,1496.907108,1989.070813,7700,1450.109221,535.8841558,392667,1824.91355,271.0136324,6447,1503.581821,488.1081123,3662,1495.876024,1993.164937,107,67,329.123262,0.203571,116.529063,0.387751,0.410526,0.725714,642.340411,41.496096,403.850679,54.007149,274.868338,0.247774,12.779166,115.604107,0.16639,40.146935,363.181014,0.52273,2.50495,38.903151,0.087995
d4_T005_14.10.23,field,3811,na,R2,S,17966,1775,4902,66,1618.666667,4879.681818,175928,1219,5378,170619,1396,5353,17966,1774.871591,4902.277357,79534,1702.790354,4877.250685,479182,1877.519498,4795.394143,78172,1678.44585,4993.015619,16606,1772.366916,4904.45062,902,278,2638.143292,0.105377,462.502659,0.193365,0.18932,0.598684,5255.001766,85.039298,1608.440212,2515.905581,122.237711,0,470.012421,41.954793,0,1476.587568,131.852643,0,73.482063,11.557234,0
d2_T002_02.10.23,field,Gladius,na,R2,T,129609,945,5659,109,614.8073394,3842.926606,367130,1245,5463,367151,1442,5361,123397,944.0680162,5666.391963,182462,1263.433707,5222.55286,814346,905.5442244,5103.398239,362024,1314.198514,5467.922892,77172,1026.060398,5412.351526,1584,1193,5990.035487,0.199164,1138.777292,0.215454,0.18932,0.780588,11635.49974,242.369467,4041.217445,5294.232393,689.706062,6.097032,1034.604322,247.648496,4.01924,3250.404643,778.185986,12.626816,168.28756,71.990283,2.091623
d31_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,4815,1206,3936,63,1581.873016,658.7936508,22156,1480,3283,29128,1420,2678,4120,2554.93932,3024.73034,14795,1441.948091,822.5026022,378792,1454.677955,333.8230005,13120,1493.565168,762.7117378,4071,2556.110047,3020.934905,198,114,654.196808,0.174259,227.960044,0.383976,0.410526,1.026315,1280.772924,81.915719,793.713006,128.084906,517.173531,8.93837,29.713406,216.604281,6.32901,93.347418,680.482418,19.88317,5.739537,72.588457,3.587725
d1_T012_27.09.23,field,Gladius,na,R5,T,41093,893,6281,59,1572.711864,5658.813559,229770,1197,5431,241425,1261,5303,33001,945.7710372,6342.807218,108934,1247.99418,6144.004966,715695,863.4780584,5917.473653,92826,1442.259033,3993.766908,29988,952.1232826,6326.25907,1340,599,4457.522432,0.13438,803.387282,0.200931,0.18932,0.83387,8802.005698,155.462062,2817.527469,4158.701106,296.600696,2.220631,793.241034,102.042767,1.526743,2492.056129,320.674936,4.796404,126.380628,28.249025,0.832409
d35_17_G03_0_1_T,glasshouse_b2,CALINGIRI,T0,R1,T,22799,1401,3522,72,1355.666667,3413.902778,45231,1432,3507,46449,2726,3344,11806,1358.201508,4135.792902,28547,1734.711353,976.1138123,388531,916.4249313,2145.981675,26008,1735.296909,913.8380883,10965,1356.357501,4098.075695,356,272,1304.498294,0.208509,458.627128,0.393423,0.410526,0.929368,2517.709454,172.975601,1620.759173,299.464225,958.880625,46.153444,75.95233,407.380088,32.57125,238.611281,1279.822293,102.325599,15.859981,138.907597,18.208023
d09_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,3355,1299,1223,65,853.1846154,829.1846154,3355,1299,1223,5142,1320,1168,3355,1296.652161,1221.690313,1756,1349.860478,1102.942483,328654,1452.331172,1453.5237,1787,848.7839955,837.5366536,3355,1296.652161,1221.690313,30,18,110.256719,0.163255,40.105252,0.397628,0.410526,0.580571,215.307155,14.603123,139.11521,15.407543,94.849176,0,3.811424,40.470323,0,11.973941,127.141269,0,0.77555,13.827573,0
d07_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,1211,1496,245,57,1544.877193,266.0526316,3339,1490,238,3344,1490,238,1211,1496.635012,245.1180842,2001,1413.471264,211.6151924,299705,1460.527282,275.1993227,1780,1403.820225,209.7882022,1144,1497.738636,250.7718531,36,18,97.28743,0.185019,31.425875,0.352753,0.410526,0.580571,190.755613,10.495197,108.770664,26.74077,70.546659,0,5.849266,28.773512,0,18.376011,90.394653,0,1.080801,9.414396,0
d15_15_G02_1_3_T,glasshouse_b2,5489,T1,R3,T,4079,1238,1446,83,935.8915663,1967.759036,15582,1076,1388,14376,1084,1395,4079,1236.125521,1443.678843,5945,917.3234651,1937.917578,376172,866.5420685,1880.008999,4716,952.3095844,2002.86408,4037,1237.902898,1440.988358,79,41,285.081898,0.143818,104.026125,0.396177,0.435429,0.725714,560.532792,37.769003,357.467472,51.410417,233.351135,0.320346,12.051111,101.520823,0.213496,37.859683,318.937071,0.670718,2.362152,35.294842,0.11201
d33_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,4635,1458,2221,59,1455.067797,2156.152542,14294,1453,2178,15245,1458,2221,4635,1441.379288,2221.473355,6051,1518.115518,2561.827797,382591,1452.946426,1559.045877,6845,1280.524032,1781.499635,3034,1601.890244,2477.460119,139,79,566.780406,0.139384,186.453873,0.363825,0.410526,0.846321,1112.49218,63.908945,651.141532,175.848839,384.997434,5.934133,44.111084,158.842466,4.311237,138.579057,499.018323,13.544152,9.140497,52.297135,2.471312
d33_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,9737,1945,3801,55,2230.818182,4171.745455,22195,1795,2582,22239,1796,2585,9737,1943.871521,3801.381842,10924,2181.687019,4253.546961,465255,1966.556293,3420.428636,12299,2197.715017,4192.799659,9963,1145.256348,2552.563083,151,111,837.312042,0.132567,305.595176,0.404542,0.435429,0.615789,1642.168146,110.815747,1064.591464,84.107202,752.999577,0.205263,21.738985,316.941503,0.126399,68.295034,995.899336,0.397093,4.591016,106.1636,0.061131
d11_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,5063,1419,1796,79,1688.78481,434.0506329,12483,1424,1733,12353,1421,1739,5063,1458.881296,1803.804661,7327,1638.1893,481.1901187,374375,1457.38064,334.7633442,5340,1713.432772,425.9217228,5063,1458.881296,1803.804661,85,61,313.604757,0.194512,116.265732,0.405166,0.435429,0.598439,609.501567,43.137331,402.289972,41.711999,271.892758,0,10.11194,117.940936,0,31.767595,370.522377,0,2.022159,41.115173,0
d17_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,5556,1518,2055,69,1531.130435,1701.202899,16227,1597,1755,14484,1608,1719,5556,1516.864831,2054.829914,7671,1428.25994,1964.177291,357138,1454.557331,1604.67885,9723,1352.306695,2714.927389,5556,1516.864831,2054.829914,105,62,534.680032,0.115957,202.401175,0.413665,0.435429,0.870857,1051.420182,75.053079,697.43017,48.264058,478.164713,8.251261,12.124224,203.987725,5.88697,38.089373,640.846337,18.49446,2.509821,69.230986,3.312271
d49_13_G02_1_1_T,glasshouse_b2,5489,T1,R1,T,10051,1776,1806,64,2029.484375,1480.15625,61697,1889,1317,73979,1863,2345,10051,1758.661427,1811.968162,25028,1558.479942,1789.56253,392459,1914.092045,2080.532963,36441,1597.120414,2252.667984,7829,1289.083025,2049.758845,669,449,1735.209157,0.258758,558.245098,0.365711,0.324549,1.248566,3311.151925,210.970963,2006.279796,646.246513,1028.040578,60.922065,153.419596,438.973116,45.971124,481.981876,1379.242307,145.055613,30.405912,152.164938,28.400113
d19_16_G02_1_4_T,glasshouse_b2,5489,T1,R4,T,6296,2336,1946,58,1657.827586,702.4482759,15158,1941,2221,20844,1980,1637,6296,2319.361341,1949.275095,6976,2082.141485,2565.83945,502684,2061.181191,1737.777884,6779,1874.28367,1716.264198,6296,2319.361341,1949.275095,64,34,344.22813,0.098772,129.579728,0.408188,0.435429,0.821052,680.68419,46.850001,441.533934,34.727533,308.334296,1.1663,7.819984,131.946657,0.777975,24.567205,414.52265,2.444079,1.482658,44.956477,0.410866
d27_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,10682,1047,2550,42,1765.071429,2908.119048,21712,1643,1824,36715,1098,2411,10682,1046.723834,2550.200056,12181,1150.78409,2281.548313,407342,1419.801904,2071.331596,9857,1084.13148,2280.182104,10682,1046.723834,2550.200056,142,66,614.538449,0.107398,214.082521,0.384259,0.435429,0.725714,1214.084154,75.966095,746.813197,112.194481,501.583036,0.760932,26.341928,210.858747,0.517348,82.755609,662.432292,1.625296,5.205319,70.483384,0.277393
d31_39_G05_1_3_S,glasshouse_b2,Hartog,T1,R3,S,6589,1492,2632,71,1012.507042,2211.492958,17983,1493,2612,21036,1524,2537,6589,1501.673395,2634.397632,7946,1297.076642,2893.427259,358130,1449.205445,2197.814165,8026,1656.273362,2338.649514,4244,1422.627238,2822.75,123,67,391.232168,0.171254,135.130737,0.379724,0.410526,0.725714,766.480495,47.798003,471.384743,81.148863,309.527636,0.555669,19.474683,130.189771,0.38197,61.18152,409.003228,1.199995,3.902555,43.688587,0.206862
d27_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,16490,1274,3802,51,1323.27451,3255.627451,28652,1519,1501,38921,1347,2671,16434,1397.454363,3778.031459,15932,1430.200728,2510.048079,424597,1450.261862,2103.7342,15176,1431.038482,2496.480232,16276,1398.814451,3780.016036,196,120,823.018429,0.145805,301.476685,0.401721,0.435429,0.917964,1611.365538,110.798193,1042.257656,138.280857,680.422776,4.314796,34.959209,293.437309,3.32642,109.827594,921.979807,10.450255,7.279423,101.483929,2.03484
d09_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,4345,1529,973,55,1651.709091,648.1454545,7352,1531,1306,8217,1532,1254,4345,1539.310932,975.756962,3729,1547.874497,1444.860016,353514,1870.581015,874.7140368,4037,1621.327471,256.5182066,4345,1539.310932,975.756962,43,23,240.986822,0.095441,98.327651,0.439146,0.435429,0.598439,476.96231,37.86007,334.158003,11.687906,229.298916,0,2.874458,103.491337,0,9.030378,325.127625,0,0.587182,37.272888,0
d13_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,7729,1249,1498,71,1489.661972,430.4507042,10974,1242,1654,13314,1265,1416,7729,1280.461767,1503.77992,4748,1385.03412,1000.11984,435809,1428.041672,1113.241633,3978,1627.53821,352.0751634,7729,1280.461767,1503.77992,78,50,329.432256,0.151776,123.59159,0.407285,0.435429,0.580571,647.44324,45.58023,424.007272,44.170883,285.261373,0,10.596468,124.369239,0,33.289786,390.717486,0,2.101998,43.478231,0
d11_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,3660,1550,1347,65,932.3538462,958.2153846,9105,1307,1527,9505,1311,1513,3660,1546.729508,1349.149454,5331,1455.381354,1395.304071,357107,863.9701546,874.6809556,4375,962.8395429,912.6009143,3660,1546.729508,1349.149454,86,44,253.836541,0.17334,90.864861,0.389306,0.435429,0.615789,497.751793,32.488842,313.131006,45.799651,207.831628,0.205263,10.757461,88.788836,0.126399,33.795559,278.938354,0.397093,2.1096,30.318111,0.061131
d5_T022_21.10.23,field,3811,na,R7,S,40884,570,5270,61,791.6393443,5125.967213,179740,1111,5206,194105,1121,5141,39090,560.960527,5261.271271,73702,1175.074761,5907.843491,449684,336.0164115,5220.840117,106286,667.8390663,5072.818621,38224,561.7085339,5264.663484,957,369,2715.401625,0.135892,504.771392,0.206437,0.18932,0.846667,5376.296949,101.075385,1764.430911,2467.68231,245.773228,1.946087,475.282328,85.013728,1.334677,1493.159395,267.078504,4.193013,76.674121,23.674088,0.727175
d21_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,10890,1528,2980,57,1313.964912,2050.280702,19926,1512,3114,20184,1477,1692,10890,1450.810285,2979.884757,9731,1318.380434,3291.616381,519019,1502.845108,2355.983972,8461,1211.027893,2174.697908,15689,1359.295876,1613.448148,145,97,720.489954,0.134631,276.12848,0.417693,0.435429,0.725714,1412.227768,103.453507,949.704444,60.344881,655.131602,5.013471,14.292261,284.716368,3.268131,44.900462,894.536845,10.267137,2.821103,98.952155,1.680249
d31_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,5224,591,2528,53,1496.962264,759.9056604,14032,793,2157,14032,793,2157,5224,591.0045942,2528.105475,5575,687.8803587,2220.584574,297926,830.7036546,2139.733679,4695,2488.134398,3094.66688,4171,564.6329417,2612.421002,86,38,338.15099,0.112376,121.253214,0.388401,0.435429,0.598439,670.144091,42.966917,414.480927,62.685661,275.46533,0,13.787853,118.145523,0,43.315818,371.165109,0,2.570832,40.396085,0
d35_24_G03_1_4_T,glasshouse_b2,CALINGIRI,T1,R4,T,26814,1153,3707,52,1074.5,2460.980769,33036,1276,4016,32706,1276,4016,26814,1209.286268,3697.240322,16286,1250.771215,4279.645033,585834,979.7488435,2994.103144,13161,1085.020515,2451.491756,24257,1227.252752,3800.076638,166,132,944.011509,0.139829,330.716916,0.38829,0.410526,0.725714,1848.899573,117.527195,1155.0537,164.468827,774.900247,4.642435,42.954183,321.47805,3.232779,134.944546,1009.953079,10.156075,9.160279,106.593505,1.77341
d35_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,9671,2075,1138,59,1795.389831,783.3050847,44880,1598,982,52174,1666,2558,9256,2045.702355,1118.362252,33071,1664.727495,760.4686886,452477,1913.593615,963.2553809,30799,1622.414267,726.1253287,6398,2109.868084,1281.760394,409,331,1179.500538,0.280627,437.392147,0.419789,0.435429,1.026315,2220.989722,180.898681,1569.166534,193.630394,917.859211,68.010932,45.499471,405.913459,48.015624,142.940805,1275.21474,151.010989,8.928753,144.832783,27.137144
d11_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,3076,1506,392,74,1505.635135,464.0945946,3757,1571,368,3198,1564,349,3076,1530.937256,399.5490897,1810,1544.025967,331.8325967,299941,1452.834224,277.448945,1391,1394.140906,699.2818116,3012,1529.087981,398.3857902,27,15,88.037259,0.170382,32.437065,0.402088,0.435429,0.598439,172.177542,12.045798,112.500068,14.250672,73.786586,0,3.521477,32.288407,0,11.063045,101.437023,0,0.720855,11.324943,0
d25_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,13383,2013,2669,51,2155.235294,3289.431373,21141,2076,3014,21052,1686,1896,13383,1951.501009,2690.542106,10782,1306.802449,1735.380263,358092,2027.891419,2204.936622,15952,1487.673709,847.3275451,13383,1951.501009,2690.542106,113,73,745.895845,0.097869,289.584674,0.420622,0.435429,0.781618,1472.885612,107.352457,986.693293,61.431316,680.1042,4.360328,15.531824,295.722893,2.819513,48.794664,929.040867,8.857762,3.219372,102.693117,1.439967
d05_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,3850,1539,804,63,1597.52381,305,4740,1554,576,4874,1554,576,3850,1536.337403,804.4724675,2503,1628.245306,566.117459,393955,1455.057385,357.593748,2902,1586.399035,318.5413508,3850,1536.337403,804.4724675,45,29,155.476379,0.186524,58.67006,0.414259,0.435429,0.725714,303.169122,22.241282,204.851558,17.155666,137.795105,0.525609,4.321873,60.542367,0.342036,13.577565,190.199454,1.074539,0.898499,21.167035,0.175748
d31_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,6823,1404,3121,55,1724.363636,2904.272727,28994,1418,3239,30485,1404,3192,6823,1432.544775,3122.131467,11038,1197.925621,2479.243885,369152,1457.467615,2715.273895,6913,2003.943585,3016.809055,6823,1432.544775,3122.131467,145,87,579.961582,0.15001,217.911348,0.409675,0.435429,0.649099,1141.995367,80.645611,751.591705,74.022276,505.250946,0.68836,18.118452,220.683059,0.437559,56.920797,693.296275,1.374633,3.673194,76.753825,0.218592
d25_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,18211,1872,2936,66,1643.454545,1990.19697,22731,1452,2417,24517,1902,3081,18211,1870.667399,2935.558893,9117,1909.699792,3810.597346,555271,1417.416296,2361.736039,10396,1868.432955,3765.46364,16984,1875.15968,2959.217911,144,118,803.976031,0.146771,282.516881,0.394798,0.435429,0.781618,1570.678487,102.871302,1000.367876,129.952599,667.906802,6.11663,34.423233,279.749462,4.25429,108.143775,878.858855,13.365246,7.421558,93.11708,2.332664
d21_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,6242,868,2554,57,1134.561404,1431,21423,874,2292,23778,2109,2886,6242,867.7813201,2554.238225,13310,2399.918783,2909.195041,435394,1373.291754,1390.968748,10418,1551.794682,659.6824726,7240,2129.588398,1303.402072,161,81,773.348412,0.104739,293.560967,0.410669,0.435429,0.917964,1529.485677,107.551443,998.480117,89.797467,679.541023,4.009922,20.094849,294.84649,2.884753,63.129831,926.287566,9.062719,3.779623,102.115527,1.656293
d43_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,4433,2095,3704,62,1558.016129,582.1935484,20144,1054,1773,25847,996,1896,4187,662.3692381,3190.520898,10876,721.1619161,1958.332567,274910,1471.396675,277.3901422,10876,721.1619161,1958.332567,4187,662.3692381,3190.520898,227,119,642.206897,0.185299,208.041717,0.362568,0.410526,1.298197,1248.735021,75.088944,736.403526,215.683563,413.55316,12.970174,50.155573,174.690462,9.558488,157.56838,548.806271,30.028876,9.786446,59.487148,5.815351
d15_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,9253,1730,1935,63,1488.412698,709.7777778,20343,1524,1110,20681,1493,2362,9253,1720.093591,1936.581649,9525,1551.051339,780.7895013,487609,1375.261751,2094.535854,10631,1598.498448,2526.841501,7375,995.7414237,2239.226847,104,60,575.967347,0.104173,214.172054,0.408059,0.435429,1.026315,1135.711624,79.132896,742.365136,72.984761,498.519627,4.46296,19.130262,213.646336,3.525563,60.099491,671.189761,11.075884,4.082992,72.80399,2.245915
d19_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,5518,1404,2962,49,1540.653061,835.3061224,15854,1408,2527,13732,1425,2645,4808,948.2789101,2504.355865,5784,1547.988071,807.4438105,306452,1457.265908,900.5865976,3353,1376.057859,2081.229049,4808,948.2789101,2504.355865,62,40,324.596554,0.12323,125.835166,0.420954,0.435429,0.598439,639.331938,46.930038,432.123845,21.300416,303.296138,0,5.257341,132.29195,0,16.516425,415.60742,0,1.072308,45.857729,0
d21_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,8687,2544,2088,72,1611.236111,2514.138889,17947,1372,2245,17945,1372,2245,8687,2551.003914,2081.910786,7745,1630.17805,2611.373015,501182,2493.17946,1657.267075,8754,1708.377427,1109.632739,10852,1734.528935,1725.438721,66,42,498.005458,0.084336,187.027934,0.407357,0.435429,0.580571,984.915149,66.389,634.49403,43.567545,454.437913,0,10.840668,191.125055,0,34.056962,600.437068,0,2.222086,64.166914,0
d43_24_G03_1_4_T,glasshouse_b2,CALINGIRI,T1,R4,T,25377,1209,3823,68,1534.588235,921.5735294,37885,1422,1554,37924,1282,4017,25275,1242.033986,3799.259941,21889,1574.647677,1122.05802,494769,959.4833367,3162.142188,12317,1653.471868,856.86612,23803,1238.539092,3728.424232,216,158,1132.376537,0.13953,393.605533,0.382744,0.410526,0.821052,2215.220085,139.647046,1368.317682,282.128932,835.375102,14.872504,75.411862,350.185821,9.8945,236.913352,1100.319841,31.084489,16.293476,118.147342,5.206228
d09_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,7177,1626,1097,56,1429.321429,430.3035714,6824,1635,705,6636,1667,1277,7177,1665.920719,1097.097673,3110,1538.438264,593.0733119,381155,1476.160084,821.0879301,3599,1616.766046,311.7563212,7177,1665.920719,1097.097673,76,56,238.240093,0.235057,92.85564,0.424318,0.435429,0.649099,460.601997,35.47452,318.893576,22.61665,215.273037,0.350406,5.179941,96.105425,0.221612,16.273265,301.924097,0.696215,0.988565,34.375799,0.110155
d29_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,13184,1248,2096,64,1229.65625,2675.109375,17856,1337,2868,18249,1337,2868,13184,1296.962454,2107.644114,8745,1623.846655,1533.457519,605957,1142.001637,2358.755531,10386,1676.1373,842.4197959,11123,1348.64524,1765.371752,128,82,702.824063,0.116672,244.033745,0.385806,0.410526,0.781618,1380.783898,87.068843,853.827209,154.004321,544.660405,4.159338,40.308953,228.674003,2.798686,126.634311,718.400566,8.792332,8.6122,76.972327,1.484316
d49_12_G02_0_4_T,glasshouse_b2,5489,T0,R4,T,23982,1177,2682,52,1610.980769,3268.961538,80983,2158,3654,100681,2110,3272,20177,1275.367101,2898.603261,35042,1619.475972,890.8129388,563863,1404.757569,3036.967395,33439,1604.909447,869.196208,19431,1265.631259,2861.677989,714,562,2260.363686,0.248633,818.615874,0.412747,0.435429,1.563236,4284.883387,344.119202,2938.179122,493.630328,1638.362591,128.370767,114.170477,718.982238,101.934989,358.677132,2259.115789,320.386201,22.203747,255.335447,66.580008
d41_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,6145,995,2893,57,2164.438596,3102.649123,28785,985,4318,32315,1187,2476,6145,1005.682181,2895.268348,16082,775.7269618,4287.280438,381814,869.7711084,3898.981017,21230,1389.923881,808.1163448,4755,677.0187171,3141.42103,411,281,1080.189224,0.26014,375.714851,0.395686,0.410526,1.376946,2057.860717,153.223316,1353.874769,256.538042,776.587757,47.063425,57.441379,335.22518,38.22558,180.457415,1053.140962,120.276392,10.873112,116.644368,25.705836
