Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Density_points,Density_center_x,Density_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d15_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,9752,2161,2257,75,2307.64,2325.96,19646,2081,2238,24802,2149,1814,9752,2129.950779,2269.721596,12088,2301.424222,2432.894523,350554,2026.722351,1623.179479,11760,2306.690051,2443.872109,6107,845.8693303,2120.022925,138,78,518.501698,0.150433,197.045031,0.414009,0.435429,0.649099,1017.817348,74.024015,675.419699,70.458616,447.825368,0.217714,15.981213,198.837093,0.136483,50.206462,624.784462,0.428775,3.049333,70.907441,0.067241
d13_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,8252,2227,1520,50,1283.74,883.4,15172,1291,1777,15719,1295,1764,8252,2200.928987,1527.732429,6433,1226.70356,1235.844085,338674,2054.840463,1479.280819,6331,1572.933344,507.9352393,5868,2248.957055,1724.532379,79,49,446.499552,0.109743,168.373593,0.411828,0.435429,0.781618,880.806586,61.775562,579.863531,43.050481,402.500485,0.948586,10.838475,173.077695,0.660125,34.050074,543.739614,2.073843,2.241793,59.170385,0.363384
d21_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,17219,1811,2412,53,1764.773585,3954.150943,21275,1719,2082,21898,1724,2095,17219,1854.77037,2398.658633,9132,1773.879216,3713.48883,620716,1734.014657,1788.153929,12242,1854.202826,2516.992893,18652,1857.64095,2321.684055,145,83,819.587308,0.10127,292.792041,0.394794,0.435429,0.781618,1620.108808,104.873514,1016.745361,120.552798,691.413625,7.620885,30.237822,288.066299,5.312427,94.994918,905.060962,16.68948,6.232027,95.724084,2.917403
d29_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,17271,1306,3790,52,1642.307692,1196.557692,25243,1639,2353,25585,1630,2407,8414,1430.117067,3197.412764,10954,1484.604711,2189.970148,422707,1785.238326,2748.369462,13023,1470.018122,2590.540198,8263,1432.750696,3190.312719,175,103,850.034012,0.121172,312.699835,0.402532,0.435429,0.870857,1670.805229,114.311015,1077.426264,132.334272,710.729861,6.969878,32.976952,304.855502,5.085,103.600149,957.851116,15.974999,6.785145,104.596662,2.929208
d17_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,2073,1361,972,61,1367.885246,949,3238,765,2008,5326,834,1723,2073,1356.868307,971.9044863,1884,797.0467091,1867.049363,329116,874.9635782,2056.582539,2073,1356.868307,971.9044863,1884,797.0467091,1867.049363,25,11,112.321282,0.097933,42.006499,0.401127,0.435429,0.580571,223.726174,15.089958,142.660362,16.496114,95.825168,0,4.151791,41.258412,0,13.043237,129.617125,0,0.858401,14.231557,0
d21_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,8466,2093,2848,64,2016.234375,2704.390625,20192,1739,2176,20429,1901,3231,8466,2086.711198,2844.5163,9662,1983.414717,2768.269923,512677,2070.323623,2228.193445,17240,1943.685499,3219.647216,8466,2086.711198,2844.5163,126,86,704.057777,0.122149,283.133074,0.434781,0.435429,0.649099,1383.718952,108.56476,965.108427,42.223021,661.732125,0.102631,9.734732,297.358774,0.066618,30.582563,934.316577,0.209286,1.875534,106.655264,0.033962
d15_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,4130,764,1720,67,945.7761194,954.1044776,13430,1226,1762,16592,1258,1652,4130,763.6588378,1719.637046,6029,1448.926854,1408.954553,374206,1017.057848,1468.598769,5392,1468.419325,1379.505935,4130,763.6588378,1719.637046,91,43,324.324913,0.132583,114.80688,0.385549,0.435429,0.580571,639.320675,40.246081,393.489317,60.561344,263.763569,0,13.322894,111.928646,0,41.855107,351.634211,0,2.475356,37.770725,0
d35_40_G05_1_4_S,glasshouse_b2,Hartog,T1,R4,S,18189,2354,3383,58,1302.551724,1259.948276,38111,1687,3563,39684,1581,3444,18189,2365.351366,3387.611798,18120,2142.341336,3240.996744,495550,2531.404401,2405.4434,17015,2405.815339,3105.907435,17962,2364.893108,3389.587017,241,161,967.630242,0.166386,355.791257,0.403517,0.435429,0.973648,1882.185197,133.147881,1233.956473,165.635646,789.495953,12.498643,38.913403,344.628872,9.150152,122.250059,1082.819969,28.886444,7.653605,120.125363,5.368912
d31_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,9031,787,2391,66,1029.363636,1750.924242,28629,1253,1909,27884,1257,1894,6837,779.6704695,2205.885769,15327,1345.589678,3192.421935,392611,856.9652226,1525.730132,15794,1657.060529,3675.433709,6815,779.6311079,2207.808217,251,125,827.1774,0.151116,285.271319,0.380474,0.435429,0.725714,1623.386759,100.863808,989.225972,183.389644,642.168418,1.619338,40.833156,272.881338,1.132604,128.281142,857.386651,3.558179,7.692396,92.54756,0.623852
d31_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,10985,784,4320,70,2464.185714,4214.757143,44106,2258,4070,54930,2136,2804,10985,813.2738279,4318.23878,21100,2443.64455,4135.756493,375043,886.5445402,3944.809643,25479,2430.068723,3973.455983,10695,813.9944834,4316.33324,262,166,1033.028906,0.160693,398.940611,0.425686,0.435429,1.026315,2012.457801,158.651704,1380.970371,147.990108,863.731089,21.30771,31.673228,392.58132,15.268264,99.504381,1233.499323,47.966667,5.76603,144.17056,8.715114
d45_01_G01_0_2_T,glasshouse_b1,Gladius,T0,R1,T,9115,503,3181,62,731.1774194,3109.709677,47184,2175,3533,47189,2175,3533,9115,513.4017553,3181.394515,24233,769.4814922,2932.025626,778986,897.9865197,2541.369023,32457,752.5733124,3153.674523,7441,951.6750437,2713.734041,485,323,1666.119942,0.193864,624.20415,0.412292,0.435429,1.04664,3237.717829,241.088112,2168.3595,277.837724,1371.395323,16.886895,63.307787,614.78359,12.095335,198.887279,1931.473605,37.998616,12.139099,221.974227,6.974786
d29_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,5249,591,2503,65,2472.215385,3155.907692,8752,526,2728,8752,526,2728,5249,590.8915984,2502.699181,4486,2476.225591,3101.472804,491708,2959.553509,2642.664905,4855,2475.096395,3074.301957,5037,594.4228708,2485.660711,97,51,338.123952,0.150832,120.331557,0.38664,0.435429,0.580571,665.813456,42.763574,413.303803,64.427375,273.696577,0,14.129279,117.396098,0,44.38844,368.915362,0,2.630833,40.132741,0
d41_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,10668,773,3211,59,899.2711864,1955.118644,29174,744,3061,29174,744,3061,10668,847.3458943,3195.874672,11159,2768.471189,2389.404785,498315,908.4441046,3232.905273,17619,1430.835291,780.5600772,7291,879.8291044,3519.448224,257,181,868.633964,0.208373,316.918392,0.409968,0.435429,1.494337,1673.146679,126.937496,1126.495168,150.907034,687.745349,29.981582,37.192306,297.522432,23.64192,116.843074,934.950037,74.702058,7.5833,103.628315,15.72588
d29_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,14880,992,2933,75,1493.146667,3619.293333,18488,938,2650,18214,1254,3436,14880,1082.623051,2932.718548,9188,954.2224641,3089.512734,617792,1240.480482,2362.846987,10897,916.2737451,2961.398734,15441,1072.269089,2894.082313,144,92,654.71607,0.140519,244.412941,0.409751,0.435429,0.870857,1281.818743,91.810612,843.571104,92.386387,554.145836,8.183848,21.522952,241.063311,5.930759,67.616347,757.322728,18.632029,4.218559,84.175792,3.416261
d07_17_G03_0_1_T,glasshouse_b2,CALINGIRI,T0,R1,T,8314,1326,791,59,1494.440678,753.8474576,13616,1650,538,17358,1337,774,8314,1318.202911,789.6505894,6054,1532.113809,366.3406013,439142,1434.507651,423.6437576,6963,1611.224472,332.019101,7680,1302.083724,838.953125,69,45,329.984385,0.13637,121.964206,0.401782,0.435429,0.725714,650.774447,43.843978,417.124262,41.024524,288.712087,0.247774,9.449897,123.153044,0.171836,29.687726,386.896697,0.539839,1.815682,41.934212,0.094084
d33_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,9692,2015,2614,53,1852.754717,920.5849057,20909,1931,1698,24660,1981,2648,9690,2020.328999,2592.840557,9387,1969.852029,2636.269415,395018,2014.330382,2082.412262,9568,2076.206835,1502.866325,8417,2002.196626,2598.065938,195,127,789.504131,0.16086,272.842114,0.38382,0.410526,0.781618,1542.858109,99.873046,951.419189,250.61459,526.478942,12.410599,63.654773,230.635866,8.517517,199.977366,724.683254,26.758569,13.260892,82.004579,4.607575
d3_T009_08.10.23,field,3811,na,R5,S,93693,863,5572,69,994.2318841,6216.086957,268237,1082,5314,291078,1029,5122,52312,1017.574037,5761.915775,136010,1129.882678,6156.607595,608270,667.8315288,5946.564593,135159,1135.947713,6160.599242,46637,995.960675,5692.724125,1212,698,4392.865664,0.158894,827.068238,0.211447,0.18932,0.871697,8610.851102,173.127969,2916.29881,3959.693151,426.976287,6.196226,767.884058,156.011194,4.291966,2412.410764,490.404438,13.483608,124.347196,46.418234,2.362539
d7_T024_04.11.23,field,3811,na,R9,S,35443,896,3820,78,413.7435897,2495.128205,240572,960,2166,273303,1014,2463,32072,886.2319469,3791.56317,119717,734.4177602,3629.667967,588057,863.9981022,3450.371551,79425,953.4793453,3829.937337,29761,278.6539431,2776.87944,1125,656,3947.273543,0.166191,714.011117,0.202266,0.18932,0.677333,7767.899018,138.108517,2505.670646,3681.150959,265.586777,0.535807,705.317612,91.843965,0.342128,2215.884325,288.711494,1.074828,112.445409,25.491259,0.17185
d21_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,3547,1023,2081,49,1045.183673,2686.306122,7006,1015,2397,7006,1015,2397,3547,1026.078376,2081.617141,3363,1756.528992,2013.315789,375679,1010.645748,2056.248686,3547,1026.078376,2081.617141,3547,1026.078376,2081.617141,76,44,227.737929,0.193205,83.702268,0.399054,0.435429,0.580571,446.528057,30.198173,288.396372,31.83963,195.898298,0,7.927305,83.872111,0,24.904365,263.492008,0,1.629969,28.568204,0
d7_T017_04.11.23,field,Gladius,na,R6,T,16145,173,5036,59,1494.220339,5586.661017,178637,985,5039,174608,979,5081,16144,180.3442765,5036.004708,98389,847.4025552,3675.142577,547439,222.0198817,4578.27168,91504,851.8378322,3575.822948,11691,184.0459328,5104.898726,1013,338,3464.485979,0.097561,616.018481,0.196421,0.18932,0.567961,6879.632512,115.744419,2144.335243,3261.94863,202.537349,0,611.667007,70.896101,0,1921.608575,222.726669,0,95.800027,19.944391,0
d2_T005_02.10.23,field,3811,na,R2,S,14864,895,6158,62,1607.935484,4722.854839,169494,1288,5302,174294,1265,5304,13256,882.2159777,6186.451192,64356,1850.905867,5027.670955,385387,2008.25087,4950.038374,61618,1233.856552,6235.931092,12427,883.7197232,6171.841072,934,265,2684.570497,0.098712,469.26071,0.193023,0.18932,0.846667,5349.080406,86.429758,1633.222339,2561.790749,121.72567,1.054079,477.303844,41.763999,0.790051,1499.494251,131.24607,2.482018,74.452691,11.507704,0.469363
d15_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,7269,1741,2080,67,1884.835821,2228.537313,21434,1765,2358,21414,1744,2312,7269,1769.924336,2087.104691,11503,1939.763279,2562.83726,353649,2014.352474,1584.08634,9934,1940.186632,1521.708476,7269,1769.924336,2087.104691,101,61,520.71986,0.117146,208.073317,0.430613,0.435429,0.725714,1024.892916,78.827842,707.728835,35.18698,484.819617,0.713263,8.547964,216.24076,0.488361,26.854221,679.340382,1.534232,1.719018,76.845181,0.263643
d1_T011_27.09.23,field,Gladius,na,R4,T,70376,1476,5849,70,339.9285714,6556.542857,268514,1218,5728,236567,1171,5856,57456,1408.74551,5784.911828,103047,1618.258232,5698.287888,594366,413.5278953,5182.787993,112371,1620.796424,5694.775511,52788,1414.197962,5738.021691,753,229,2076.23259,0.110296,372.680258,0.198052,0.18932,0.644802,4127.068527,70.794219,1296.07367,1937.062703,138.940685,0.229202,365.166388,47.245287,0.141387,1147.204043,148.425445,0.444181,57.828902,12.896785,0.068532
d37_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,12173,1952,2170,94,1817.744681,1577.702128,22972,1901,1873,21677,2009,2803,11122,1984.854433,2120.638644,10836,1727.671465,2413.78636,627423,1957.312434,1534.905292,15249,1807.178307,2376.261919,5665,1969.945278,2441.157988,259,175,881.764754,0.198466,304.067858,0.382044,0.410526,0.740086,1716.202318,112.53155,1061.287993,327.159623,545.510051,9.09508,83.818788,247.846577,6.129542,263.324488,778.706979,19.256526,17.5815,91.691842,3.258208
d27_29_G04_1_1_S,glasshouse_b2,Forrest,T1,R1,S,3512,978,3307,54,2503.055556,2440.37037,11277,1304,2496,12295,1304,2496,3512,971.4752278,3305.772779,5485,2496.87639,2498.26618,276855,2589.969558,2628.90231,4309,2488.28336,2669.260153,3195,984.3104851,3279.652895,80,26,312.999283,0.083067,100.450095,0.349983,0.410526,0.580571,622.813969,32.841442,346.259026,102.21359,210.785693,0,24.199556,86.018115,0,76.025147,270.233879,0,4.778967,28.062475,0
d21_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,8806,1047,1760,58,821,2250.017241,25213,959,2056,25371,959,2066,8806,1070.419827,1780.869634,12590,960.9312153,1608.581096,556955,918.560855,1168.907712,10798,1723.440359,705.7712539,9002,1076.600866,1766.618974,175,117,907.917811,0.128866,336.041461,0.40513,0.435429,0.917964,1780.909234,123.336418,1156.248695,110.876781,784.221156,12.819874,26.013175,332.923393,9.108823,81.722799,1045.909685,28.616211,5.107016,113.088578,5.140824
d19_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,7639,1479,3082,55,1420.6,2878.054545,21188,1572,2661,28119,1423,2143,7639,1450.981149,3078.151198,11325,1672.816336,981.5773951,507770,1415.123733,1105.146925,8769,1505.264682,2150.140951,7639,1450.981149,3078.151198,116,66,570.77861,0.115632,214.256319,0.406451,0.435429,0.615789,1125.580673,77.433573,731.748352,64.015964,506.617504,0.145143,14.985775,217.847582,0.089377,47.079201,684.388364,0.280787,2.950179,74.440168,0.043226
d45_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,13241,1072,3128,56,1356.767857,4323.232143,50633,1335,4091,53270,1319,4074,13241,1125.610679,3074.747451,23883,1449.008374,4458.437675,390737,1440.851849,3986.185772,47340,1359.082763,4179.340494,6984,1166.835481,4166.674685,633,425,1699.270309,0.250107,581.102195,0.386284,0.410526,1.429491,3248.655689,225.328705,2071.385873,456.599154,1181.934607,60.736547,103.318988,511.133385,44.726373,324.586174,1606.07577,140.72393,19.667417,178.77755,26.883738
d35_39_G05_1_3_S,glasshouse_b2,Hartog,T1,R3,S,6341,1500,2617,98,1644.683673,2306.867347,20954,1453,2727,24546,1495,2614,6341,1509.928245,2619.393313,9204,1649.49196,2354.29661,358891,1447.148744,2193.084223,10743,1579.514568,2449.418784,6341,1509.928245,2619.393313,167,95,515.534511,0.184275,175.362388,0.374942,0.410526,0.725714,1009.965172,61.861332,613.739039,120.594791,394.123825,0.815894,28.892723,165.918016,0.548465,90.769166,521.246819,1.723054,5.798378,55.772382,0.290572
d13_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,10712,1411,1464,54,1656.537037,486.0740741,13072,1469,1277,15151,1362,1939,10712,1399.519137,1468.565814,6313,1479.405829,1203.954063,410954,1429.14717,1101.206103,7442,1336.300457,1795.383499,10950,1401.065114,1456.371416,87,65,470.670325,0.138101,176.273512,0.411578,0.435429,0.725714,922.39081,64.690992,611.223604,34.304923,436.045057,0.320346,8.927652,185.411808,0.219056,28.047045,582.488373,0.688185,1.891879,62.681099,0.118013
d1_T017_27.09.23,field,Gladius,na,R6,T,17752,1035,5116,50,743.48,2597,176893,1065,4963,182669,1076,4913,17748,1062.898636,5110.85604,88010,939.8332576,4551.549892,437705,1281.850845,4726.81629,77672,884.5531852,4592.754081,12936,1036.701067,5164.144481,745,217,2114.922853,0.102604,375.820037,0.196293,0.18932,0.677333,4208.08826,70.884995,1310.109717,1984.856395,129.692721,0.373737,373.031769,43.734688,0.239212,1171.913864,137.444347,0.751505,58.907201,11.857438,0.120356
d05_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,2098,1506,469,88,1447.715909,277.4204545,4607,1495,434,4610,1495,434,2098,1505.842707,469.1830315,2155,1543.884919,390.4900232,236165,1457.695332,245.8352169,2277,1496.581028,264.8770312,2497,1501.927513,438.649179,27,11,117.18961,0.093865,44.376475,0.407566,0.435429,0.598439,232.489341,16.028158,149.956865,14.819677,102.369933,0,3.244618,44.488134,0,10.193269,139.763596,0,0.59637,15.431788,0
d11_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,2003,1076,1852,64,1106.25,1392.765625,5676,1074,1722,8774,1193,1136,2003,1075.722916,1851.949576,2578,1345.292087,899.4868115,348902,870.0565574,1483.019398,2003,1075.722916,1851.949576,1986,1075.754783,1853.223565,37,11,151.290521,0.072708,56.573949,0.400394,0.435429,0.580571,301.158789,20.278738,191.13503,23.301104,127.989417,0,5.129264,55.710906,0,16.114058,175.020973,0,0.959518,19.31922,0
d43_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,9215,1875,3615,73,1430.479452,3150.342466,55824,1690,3697,59171,1697,3681,8987,1817.235229,3600.210081,22409,1530.414878,4349.160337,619425,2075.913357,2544.146268,24956,1810.965619,3930.985294,8926,1818.345844,3596.845395,511,351,1383.195505,0.25376,494.529623,0.40459,0.435429,1.338151,2645.382002,196.854132,1767.804773,282.777373,1067.912023,32.506109,63.107014,474.720883,24.824978,198.256531,1491.558275,77.989967,11.844151,169.609448,15.400533
d31_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,10824,923,2665,106,2384.811321,2626.566038,33471,2187,3279,37184,2338,2985,9463,918.8066152,2566.34228,19475,2369.592606,2300.689191,333824,982.2354115,2082.842974,10856,2332.104735,3394.804256,9468,918.8549852,2566.570765,259,167,908.168758,0.183887,328.557605,0.398232,0.435429,0.821052,1767.561918,121.583473,1138.097601,165.085287,735.615023,7.468448,37.293554,319.812539,5.104763,117.161154,1004.899361,16.037086,7.104556,111.719675,2.759241
d2_T021_02.10.23,field,Gladius,na,R9,T,125746,377,2757,57,235.2280702,3296.894737,196740,701,1967,194779,701,1955,99225,357.5887428,2733.107251,102699,474.6253323,3140.20564,1233394,251.4075924,2153.720295,85880,406.9145552,3245.498102,68615,223.8422211,2502.193923,1115,419,3606.093767,0.116192,666.063184,0.205319,0.18932,0.838157,7131.873281,131.521117,2327.177662,3337.121054,265.211794,3.76092,645.790283,92.235086,2.698711,2028.825933,289.873479,8.47825,104.131509,25.856635,1.532973
d5_T001_21.10.23,field,Gladius,na,R1,T,191055,1295,5830,153,1388.542484,6397.810458,352466,1231,5575,350080,1244,5590,171919,1308.806013,5792.063175,135795,1358.712567,4899.857609,1501203,1206.83513,5354.859101,345802,1241.353844,5612.605456,162774,1301.311874,5781.535116,1114,673,4141.277579,0.16251,808.528849,0.218188,0.18932,0.83387,8121.27223,172.240931,2840.437083,3647.32268,490.729786,3.225113,726.791856,175.116562,2.205443,2283.315805,550.192677,6.928602,120.454223,50.592067,1.194641
d21_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,7302,1639,3265,66,1621.833333,3416.666667,23416,1438,2831,23410,1438,2831,7302,1635.47576,3266.737606,8443,1626.008646,3420.315172,383853,1459.576674,2211.873905,11488,1415.647023,2498.246083,6864,2674.160839,2502.269376,138,84,633.451757,0.132607,244.939602,0.41814,0.435429,0.870857,1246.248428,91.560559,832.59495,67.459536,559.712839,6.279382,15.027416,245.422993,4.572795,47.21002,771.019072,14.365858,2.819486,86.107363,2.633709
d09_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,5862,1233,1144,60,1563.133333,355.0833333,9487,1825,1296,9487,1825,1296,5862,1233.747868,1143.579324,3761,1968.339006,1074.937517,354880,1454.801595,862.2670367,3643,1648.379083,329.0584683,4237,1245.702148,1015.927071,75,45,294.200325,0.152957,118.698907,0.437986,0.435429,0.740086,572.466613,47.188407,408.455299,29.912398,262.578409,1.709518,7.075793,121.792111,1.123903,22.22926,382.695194,3.530845,1.403172,45.202144,0.583091
d37_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,4636,2372,2591,66,1017.348485,2084.348485,7549,1093,2583,7546,1093,2583,4636,2387.214625,2591.19025,4161,979.4556597,2216.028359,208078,2584.535982,2632.509891,5224,2378.585184,2410.535222,4636,2387.214625,2591.19025,102,54,299.688715,0.180187,102.504074,0.376985,0.435429,0.580571,586.618927,35.807314,356.856633,68.464336,231.224379,0,16.359896,97.231099,0,51.396128,305.460505,0,3.258535,32.548779,0
d37_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,13301,1033,3044,60,1550.516667,4214,24382,1482,4066,27785,1441,3960,13301,1134.321028,3027.646342,12123,912.3678957,2608.064011,437470,896.3374357,2333.517286,18743,1642.73254,4162.664728,13999,1119.522823,2970.235588,295,179,969.595069,0.184613,337.984841,0.385358,0.410526,1.04664,1887.103659,123.3018,1176.833873,236.146722,724.169886,9.278461,55.572924,312.005641,6.972186,174.587488,980.342616,21.903768,10.904089,108.192381,4.205329
d31_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,17401,1764,3714,45,1583.133333,1466.155556,47118,1755,3964,46342,1402,2110,17401,1822.219068,3713.885754,22706,1789.358407,2627.060821,454193,1521.900047,3258.908455,20626,700.1035101,4004.851789,17238,1822.927312,3713.904687,265,185,1284.430493,0.144033,482.200484,0.411805,0.435429,1.026315,2510.66746,182.846945,1667.538431,189.429278,1083.083143,11.918072,43.938083,477.689552,9.136541,138.129154,1500.705986,28.703291,8.590884,168.634198,5.621864
d27_17_G03_0_1_T,glasshouse_b2,CALINGIRI,T0,R1,T,24583,1351,3231,50,1909.34,1103.62,35675,1400,3471,42795,1358,2618,24583,1261.065492,3231.477159,20561,1639.433004,1110.023102,499745,1424.462214,2243.07057,16251,1242.892684,2516.250262,9705,1257.725811,2898.397012,209,161,1025.748238,0.156959,371.912357,0.402136,0.435429,0.846321,2000.922065,137.611207,1300.71139,167.966844,844.877383,12.904012,44.536156,360.501659,8.99148,139.914459,1132.549364,28.247567,9.581828,123.088307,4.941072
d41_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,11720,1434,3938,58,1275.051724,4184.206897,27922,1801,2851,28403,1799,2863,11720,1506.851536,3960.635751,12324,1250.617089,3918.577653,351406,1424.924603,3318.21227,21812,1231.830598,4306.587566,10336,1057.717492,2563.900542,390,237,1086.542339,0.218123,355.317262,0.371958,0.410526,1.240101,2093.117436,132.542905,1275.760846,333.694958,731.001978,21.845403,77.438701,312.307867,16.262724,243.280855,981.248743,51.231248,15.102261,107.477954,9.962689
d37_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,6427,1516,2619,70,1254.142857,2918.371429,17565,1511,2243,17845,1511,2243,6427,1525.299673,2621.714953,6055,1044.533443,2244.839472,363462,1449.988288,2202.33264,9653,1635.623019,2422.503678,6427,1525.299673,2621.714953,137,71,535.724841,0.132531,184.336695,0.378594,0.410526,0.615789,1053.420504,64.711451,641.127461,115.820916,419.831353,0.072571,27.44056,176.591961,0.044689,86.207061,554.780006,0.140394,5.473097,59.21674,0.021613
d25_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,9137,1418,3471,74,1427.189189,1533.851351,21330,1528,2039,23777,1349,2844,9137,1427.718507,3485.675057,9468,1438.540135,1884.367554,354461,1460.612242,2532.989387,11184,1349.042471,2716.009657,8237,1431.382542,3497.899357,161,99,726.287553,0.13631,254.782901,0.387384,0.435429,0.725714,1426.424703,90.545227,887.311017,142.641551,575.517116,8.128885,36.848891,240.001898,5.58908,115.764204,753.9882,17.558613,7.781195,79.73072,3.033312
d33_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,13719,2061,2788,76,1584.289474,686.2894737,35521,1748,2054,40213,1759,2108,13719,1986.846709,2817.201035,17917,1392.962605,1852.611319,597198,2087.171359,2504.198194,23209,1601.095092,851.1264596,13641,1986.343523,2815.568947,280,214,1174.409704,0.182219,450.295347,0.421372,0.435429,0.929368,2280.185394,174.345602,1559.818944,135.616862,1018.649663,20.143179,32.039827,450.814026,13.651938,100.656085,1416.274032,42.888827,6.317602,160.682761,7.345238
d33_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,12751,1267,2128,43,1812.906977,2159.069767,24313,1430,1674,24493,1745,1730,12751,1321.805741,2156.953494,10846,1530.792827,2199.194081,651267,1488.912699,2401.131235,10637,1786.550155,1270.235687,10571,1930.741368,2466.323243,200,136,860.499618,0.158048,304.54712,0.390923,0.410526,0.725714,1683.961869,111.928142,1064.799604,224.711444,628.927337,6.860838,60.225849,274.278764,4.431628,189.205086,861.672149,13.922369,13.037119,96.635532,2.255491
d37_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,25126,1401,3645,61,1380.409836,2158.213115,36275,1457,2167,41851,2725,3379,22003,1345.730173,3724.330546,17383,1315.82132,2709.190531,484517,1429.332065,2205.074833,22381,1637.693043,834.2373442,12894,1355.042888,4202.0736,394,298,1424.526368,0.209192,502.687606,0.397277,0.435429,1.016,2742.444334,190.786714,1783.800794,311.499667,1076.218247,36.808454,79.931922,461.997854,25.81479,251.113538,1451.587702,81.099553,16.772619,159.650332,14.363762
d27_25_G04_0_1_S,glasshouse_b2,Forrest,T0,R1,S,6451,997,2892,68,823.0441176,2731.514706,24880,960,3003,24649,960,3003,6451,1007.302279,2897.955976,10448,846.8703101,2720.362653,450772,1375.484646,2657.271528,8218,1392.6532,743.5704551,6011,1474.276826,1849.764598,126,72,555.613988,0.129586,204.255023,0.402855,0.435429,0.740086,1091.163778,75.664664,705.883655,85.917215,464.605574,5.0912,19.211737,202.157698,3.275622,60.355453,635.097137,10.431065,3.622474,70.333065,1.709125
d41_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,1953,1012,3139,68,771.8676471,2247.455882,9137,1010,3060,9250,959,2064,1953,1006.229903,3138.745008,4857,889.4836319,3179.110562,376347,871.0604097,2486.122895,4900,888.6589796,3175.403061,1953,1006.229903,3138.745008,171,75,420.343348,0.178426,125.893099,0.330234,0.324549,0.649099,826.467702,40.804382,440.581912,179.901058,239.916682,0.525609,40.919282,98.990379,0.331917,128.551715,310.987447,1.042749,7.829217,32.810429,0.164736
