Image_name,data_type,Genotype,Treatment,Replication,Group,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d41_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,387,257,1371.714202,0.187357,504.625719,0.410273,0.435429,1.248566,2654.806669,200.221194,1770.343147,281.221909,1048.183883,42.30841,61.992374,471.343872,30.157926,194.754788,1480.84444,94.743919,11.553209,171.460816,17.207169
d41_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,540,428,1731.104415,0.247241,632.235734,0.410757,0.435429,1.170179,3289.203676,256.734066,2242.120397,307.835297,1343.795288,79.47383,69.108462,580.921695,63.625623,217.110636,1825.123971,199.88579,13.099116,202.551706,41.083244
d41_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,326,222,1118.994978,0.198392,393.468601,0.389511,0.410526,0.88287,2166.515707,145.995426,1374.641841,249.848652,845.482364,23.663962,57.407662,363.076125,17.010059,180.35149,1140.711281,53.57907,11.091977,125.171793,9.731656
d41_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,442,346,1617.54756,0.213904,600.96259,0.415367,0.435429,1.105375,3103.890376,238.282508,2114.728111,282.457027,1285.098464,49.992069,67.838699,568.503367,36.608593,213.121559,1786.363274,115.243278,13.552256,203.128904,21.601348
d41_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,402,252,1275.012742,0.197645,426.837856,0.370362,0.410526,0.781618,2477.542529,153.00798,1489.087354,431.14227,829.666584,14.203888,103.932086,360.782568,9.191601,326.512277,1133.698812,28.876265,20.848642,127.46551,4.693828
d41_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,230,156,1043.404762,0.149511,365.034161,0.387558,0.410526,0.725714,2041.337512,131.846661,1269.56476,261.62622,779.373369,2.405172,65.10946,337.478039,1.482826,204.547402,1060.218528,4.798829,13.398051,117.685011,0.763599
d41_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,473,327,1240.103231,0.263688,434.937906,0.393434,0.410526,1.436841,2373.371647,167.607019,1543.272963,273.390237,941.205052,25.507941,63.993838,407.608159,19.552779,201.04257,1280.538798,61.691594,12.525497,142.55231,12.529213
d41_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,358,270,1060.383418,0.254625,368.678657,0.388374,0.410526,1.105375,2028.451617,137.91997,1301.261108,231.667038,809.689696,19.026684,54.752156,344.960366,14.397541,172.008971,1083.87294,45.379198,10.826924,118.270832,8.822214
d41_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,678,547,1832.885331,0.298437,633.915783,0.393865,0.410526,1.04664,3464.637701,249.976091,2287.208814,525.01323,1245.146065,62.726036,132.057828,552.985502,42.906053,414.871902,1737.403178,134.933734,27.361265,199.291323,23.323503
d41_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,374,238,1471.663098,0.161722,520.241224,0.390987,0.435429,0.870857,2871.472365,193.950572,1813.677015,419.499959,1039.263399,12.899739,102.316126,466.205607,8.766038,321.435591,1464.702103,27.539321,20.759156,168.481916,4.7095
d41_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,487,359,1639.468719,0.218973,605.270679,0.410646,0.435429,1.231578,3154.076253,237.399574,2134.316763,336.035434,1259.940966,43.492319,87.468887,560.446356,31.33037,274.791613,1761.097891,98.427259,18.571812,200.695739,18.132022
d41_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,465,361,1971.627922,0.183097,733.349422,0.413682,0.435429,1.026315,3817.171626,287.928536,2577.389102,343.025879,1576.031734,52.570308,85.759523,697.255783,37.215268,269.421488,2190.840517,117.127098,17.683843,249.187705,21.056989
d41_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,350,278,1277.696,0.217579,431.467208,0.381551,0.410526,1.016,2466.145412,158.071398,1538.073941,307.534759,949.309956,20.851285,75.353358,399.504537,14.726246,236.729555,1255.080519,46.263867,15.342797,134.468757,8.259844
d41_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,198,158,997.906141,0.158332,358.545695,0.399095,0.435429,0.929368,1947.321447,131.096705,1252.930857,150.031019,844.448792,3.42633,36.953186,359.305196,2.528587,116.091858,1128.895208,7.94379,7.584698,122.026615,1.485393
d41_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,253,171,1034.33648,0.165323,375.651652,0.401469,0.435429,0.725714,2020.419584,139.880525,1311.567181,198.290134,835.290571,0.755774,49.563006,367.412238,0.509555,155.706776,1154.259588,1.600816,10.264569,129.345364,0.270592
d41_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,182,134,1041.901392,0.128611,366.361348,0.389517,0.410526,0.917964,2043.643959,131.458425,1278.046222,211.175804,816.288512,14.437075,56.530056,340.474993,9.809698,177.59441,1069.633737,30.818076,12.234937,113.943162,5.280326
d41_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,411,281,1080.189224,0.26014,375.714851,0.395686,0.410526,1.376946,2057.860717,153.223316,1353.874769,256.538042,776.587757,47.063425,57.441379,335.22518,38.22558,180.457415,1053.140962,120.276392,10.873112,116.644368,25.705836
d41_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,230,150,833.609584,0.17994,304.541853,0.403377,0.435429,0.781618,1625.054499,114.138242,1062.697874,129.726858,698.784233,5.098494,30.04771,304.771256,3.448274,94.397665,957.467138,10.833071,5.860748,106.435181,1.842313
d41_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,257,181,868.633964,0.208373,316.918392,0.409968,0.435429,1.494337,1673.146679,126.937496,1126.495168,150.907034,687.745349,29.981582,37.192306,297.522432,23.64192,116.843074,934.950037,74.702058,7.5833,103.628315,15.72588
d41_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,324,214,943.395102,0.22684,331.65964,0.39213,0.435429,1.105375,1817.171867,126.854096,1173.37652,204.463067,720.039294,18.892741,45.802507,313.566515,14.104771,143.892821,985.172253,44.311446,8.589527,109.740595,8.523973
d41_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,137,73,426.188401,0.171286,147.760073,0.379418,0.410526,0.725714,833.165851,52.439568,512.762431,97.907858,327.036514,1.244029,22.684215,139.655718,0.806131,71.264564,438.965331,2.532535,4.406392,47.621514,0.411663
d41_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,171,75,420.343348,0.178426,125.893099,0.330234,0.324549,0.649099,826.467702,40.804382,440.581912,179.901058,239.916682,0.525609,40.919282,98.990379,0.331917,128.551715,310.987447,1.042749,7.829217,32.810429,0.164736
d41_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,180,92,575.27474,0.159924,190.598697,0.365013,0.410526,1.026315,1127.705686,67.074272,664.701998,176.347927,388.674863,10.25195,41.910207,162.342651,7.32836,131.664798,510.014479,23.022722,8.314529,54.568689,4.191053
d41_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,205,109,554.872587,0.196441,182.872577,0.363758,0.410526,0.821052,1083.776902,63.872772,639.253523,159.443057,392.776583,2.652946,36.498171,165.189499,1.793046,114.662387,518.958117,5.633019,7.030368,55.884428,0.957976
d41_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,418,266,1085.493132,0.24505,389.223711,0.406563,0.435429,1.818635,2070.851673,166.806155,1396.415404,244.945107,795.12582,45.422206,53.083597,349.944259,41.411264,166.767037,1099.551046,130.097322,9.785444,124.035997,32.984713
d41_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,865,996,1812.447834,0.549533,631.772272,0.408835,0.435429,1.56996,3312.277369,302.550535,2392.20763,487.86801,1156.40778,168.172044,100.397874,524.642214,135.348084,317.234341,1649.159642,425.813647,17.991153,193.197241,91.362141
d41_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,662,500,1356.840473,0.368503,449.315757,0.389003,0.410526,1.376946,2511.006529,192.133048,1673.168943,428.187838,858.160572,70.492063,93.482826,383.691002,55.277667,293.684959,1205.64587,173.838114,17.277223,139.356854,35.498972
d41_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,682,492,1581.965894,0.311005,562.374122,0.420631,0.435429,2.021606,2930.566064,270.08585,2105.133251,385.773624,1086.409737,109.782533,83.7633,487.0453,98.834617,263.150168,1530.362665,311.620419,15.440622,176.293912,78.351316
d41_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,139,77,330.05592,0.233294,108.118283,0.365662,0.410526,0.598439,643.236511,37.762608,381.149161,92.736793,237.319127,0,21.064398,100.259148,0,66.175757,314.973404,0,4.032237,33.730371,0
d41_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,312,162,754.268901,0.214778,246.514319,0.36184,0.410526,0.649099,1471.212652,86.321484,865.483197,244.725471,508.28695,1.256481,58.039815,216.651553,0.800489,182.337458,680.630928,2.514811,11.50622,74.414472,0.400792
d41_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,259,145,716.721916,0.20231,245.834926,0.380085,0.410526,0.870857,1393.161227,89.904922,864.584683,167.669782,534.706123,14.34601,38.764879,226.493899,9.947074,121.783458,711.551569,31.249655,7.573353,76.869032,5.462537
d41_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,400,290,1286.151362,0.225479,457.521139,0.398568,0.435429,0.973648,2467.157317,177.44897,1619.330994,289.354915,957.120354,39.676093,67.731719,418.806802,28.743445,212.785472,1315.92673,90.618791,13.323236,147.467437,16.658297
d41_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,785,637,1977.999924,0.322042,702.982136,0.4105,0.410526,1.369275,3683.556426,300.807289,2577.880563,489.262402,1368.745549,119.991972,120.822266,606.806483,92.574301,379.574344,1906.71038,291.595839,24.715022,217.795357,58.29691
d41_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,680,462,1934.602513,0.238809,678.376523,0.393179,0.410526,1.563236,3710.339886,269.889051,2415.50817,503.524793,1369.742993,61.334727,112.263738,609.32401,47.215644,352.686933,1914.488916,148.33232,21.2004,218.568187,30.120465
d41_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,673,501,2024.362322,0.247485,746.215756,0.421805,0.435429,1.451429,3826.20536,322.004058,2695.883512,427.995759,1484.861542,111.505021,98.004755,671.799221,88.163954,307.891019,2110.59349,277.399003,18.884785,245.458822,57.660451
d41_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,759,549,2103.421353,0.261003,726.908355,0.393343,0.410526,1.056656,3997.340015,287.654293,2614.137171,573.795021,1433.560684,96.065648,136.442741,626.868085,68.626346,428.647512,1969.75324,215.736419,27.056562,221.541483,39.056249
d41_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,471,249,1265.323362,0.196788,426.421794,0.376878,0.435429,0.973648,2460.337891,155.35055,1499.315506,348.027417,908.408265,8.88768,76.667809,394.026208,6.476193,240.859026,1238.110921,20.345559,14.306059,137.281202,3.763289
d41_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,390,237,1086.542339,0.218123,355.317262,0.371958,0.410526,1.240101,2093.117436,132.542905,1275.760846,333.694958,731.001978,21.845403,77.438701,312.307867,16.262724,243.280855,981.248743,51.231248,15.102261,107.477954,9.962689
d41_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,295,183,866.616704,0.211166,282.327283,0.365779,0.410526,0.917964,1677.74123,102.587146,1002.416829,312.477795,537.549593,16.589315,74.467198,232.901427,11.677252,233.945603,731.786056,36.68517,14.834524,81.224459,6.528162
d41_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,317,209,1028.72885,0.203163,345.77416,0.375329,0.410526,0.973648,1992.028394,124.490692,1220.950913,263.108075,754.242899,11.377875,62.499626,318.059664,8.081456,196.348366,999.213905,25.388642,12.419857,107.488968,4.581866
d45_01_G01_0_2_T,glasshouse_b1,Gladius,T0,R1,T,485,323,1666.119942,0.193864,624.20415,0.412292,0.435429,1.04664,3237.717829,241.088112,2168.3595,277.837724,1371.395323,16.886895,63.307787,614.78359,12.095335,198.887279,1931.473605,37.998616,12.139099,221.974227,6.974786
d45_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,510,348,1420.259393,0.245026,507.643488,0.402967,0.435429,1.056656,2723.324753,199.300709,1808.249981,283.466099,1105.871305,30.921989,63.133373,490.157679,22.138057,198.339342,1540.221489,69.68915,11.859537,174.732801,12.708371
d45_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,430,292,1741.969384,0.167626,650.869008,0.411368,0.435429,1.016,3395.508959,249.46874,2258.061267,305.200907,1413.825072,22.943405,73.803242,628.941293,15.985381,231.859722,1975.98199,50.219555,14.875955,225.713028,8.879756
d45_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,874,685,2169.90261,0.315682,754.658135,0.404813,0.410526,1.429491,4048.791843,325.879659,2776.867283,581.011941,1434.208517,154.682151,133.305306,633.145755,116.817296,418.790969,1989.52044,368.555873,25.718949,226.796259,73.364451
d45_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,735,430,1864.420695,0.230635,622.113305,0.372663,0.410526,1.04664,3607.264628,231.386389,2200.458384,638.569111,1181.571661,44.279923,152.7105,515.201043,32.471427,479.754184,1618.551812,102.152389,30.508025,181.778081,19.100283
d45_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,567,409,1293.922574,0.316093,401.552851,0.354437,0.324549,1.196879,2450.837192,149.252098,1453.897792,568.525597,677.646443,47.750534,138.657455,288.428553,35.621366,435.605243,906.384728,111.907822,27.93612,99.771227,21.544752
d45_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,592,418,1527.297119,0.273686,509.808065,0.378479,0.410526,1.133602,2913.759527,194.261956,1827.187176,504.02852,989.052971,34.215627,120.681666,435.663753,25.142478,379.132637,1368.919127,79.135413,24.061902,155.375961,14.824093
d45_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,482,270,1468.006629,0.183923,489.273544,0.369171,0.324549,1.056656,2864.361151,181.063706,1709.67366,622.092742,813.139373,32.774514,150.531938,369.702713,23.971377,472.910032,1161.455328,75.308301,30.314174,136.701285,14.048247
d45_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,593,477,1679.158567,0.284071,594.54259,0.402543,0.410526,1.54289,3187.264266,249.360162,2135.632854,444.084887,1148.652371,86.421309,95.586627,517.104573,66.91213,300.341043,1624.912423,210.379388,17.49269,188.829216,43.038256
d45_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,703,531,2055.470525,0.258335,732.986026,0.399472,0.410526,1.306286,3922.962531,290.742668,2596.422543,432.2125,1536.941851,86.316174,97.527779,662.111964,66.699395,306.392553,2080.160077,209.869914,18.569237,230.448174,41.725258
d45_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,476,334,1414.296996,0.23616,510.476925,0.404882,0.435429,1.105375,2701.556397,202.794208,1806.321154,312.839186,1047.490669,53.967141,70.851352,465.153113,38.787785,222.586087,1461.395598,122.339469,13.545464,166.909175,22.33957
d45_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,551,439,1973.725744,0.222422,716.1592,0.406528,0.435429,1.105375,3785.87438,281.397446,2525.981557,411.522563,1489.92387,72.27931,98.077761,653.350978,52.503233,308.120374,2052.636626,165.224557,19.483491,231.393476,30.520478
d45_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,500,314,1482.070772,0.211866,482.347949,0.36309,0.324549,1.056656,2866.873342,173.894681,1698.956329,542.995042,909.860238,29.215493,129.420203,389.581888,21.714507,406.585558,1224.012241,68.358529,25.712843,135.139687,13.042151
d45_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,385,269,1363.208517,0.197329,485.039188,0.395953,0.435429,0.870857,2643.197047,186.172813,1701.259429,365.80226,964.417935,32.988322,87.381458,431.792032,22.307099,274.516947,1356.514677,70.227805,17.491201,156.711352,11.970261
d45_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,633,425,1699.270309,0.250107,581.102195,0.386284,0.410526,1.429491,3248.655689,225.328705,2071.385873,456.599154,1181.934607,60.736547,103.318988,511.133385,44.726373,324.586174,1606.07577,140.72393,19.667417,178.77755,26.883738
d45_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,568,414,1498.691766,0.276241,505.294579,0.38722,0.410526,1.741714,2833.649911,205.639326,1831.966254,423.271841,1014.534329,60.885596,97.821425,433.552455,51.556883,307.315069,1362.045209,162.605976,19.023999,149.748773,36.866554
d45_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,795,595,2350.659393,0.25312,843.158287,0.402803,0.410526,1.016,4495.369439,337.084598,2996.572077,671.749208,1588.6143,90.295885,167.239634,722.628494,63.93241,525.398807,2270.323679,200.849591,34.423901,266.716913,35.943784
d45_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,474,362,1807.180154,0.200312,655.077031,0.406466,0.435429,1.231578,3467.528688,265.344397,2319.972194,516.108307,1214.346301,76.725546,123.383208,559.393145,55.649043,387.619781,1757.385394,174.967019,24.701711,208.2083,32.434386
d45_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,728,606,2099.122345,0.288692,777.330901,0.415532,0.435429,1.338151,3993.061888,320.713412,2771.582309,474.917859,1538.843459,85.361028,118.186103,699.734755,63.992344,371.432988,2198.945986,201.203335,24.384628,257.371955,38.956829
d45_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,689,613,2349.638843,0.260891,868.975221,0.420984,0.435429,1.603155,4439.427727,371.162191,3130.073436,488.320011,1727.323444,133.995388,119.240466,772.93737,103.87412,374.604972,2428.717427,326.751037,24.20987,280.015965,66.936356
d45_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,475,407,1463.464966,0.278107,487.182699,0.378111,0.410526,0.973648,2783.720842,181.299494,1752.630042,409.796018,1017.053673,36.615275,101.43495,431.161119,25.223816,318.667294,1354.532603,79.430145,20.774127,146.666912,13.858456
d45_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,257,187,1121.952316,0.166674,389.587108,0.388694,0.435429,1.231578,2185.665575,141.42325,1369.896592,223.264073,887.641029,11.047215,54.708141,372.830663,8.512825,171.870693,1171.282073,26.743827,11.1425,124.954331,5.326419
d45_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,336,228,1245.370314,0.183078,449.294691,0.399265,0.435429,0.870857,2423.924806,168.202163,1567.489562,275.815217,958.631144,10.923953,68.052806,423.29062,7.603998,213.794195,1329.806703,23.888664,13.935832,150.089431,4.1769
d45_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,226,160,1169.480434,0.136813,403.385632,0.380652,0.410526,0.781618,2288.11555,142.173558,1403.774871,301.405893,860.027658,8.046883,80.133174,361.219918,5.411669,251.745791,1135.027822,17.001258,17.266027,122.032255,2.875276
d45_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,520,336,1251.842408,0.268404,419.375066,0.381613,0.410526,1.338151,2387.511054,167.585915,1513.276668,369.601762,825.952471,56.288175,82.1567,355.547303,43.939815,258.102884,1117.132782,138.041001,15.451676,123.801907,28.332332
d45_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,262,168,908.340636,0.184953,321.737342,0.3927,0.435429,0.821052,1769.512561,117.823047,1128.714787,150.358292,748.964108,9.018236,35.261058,317.924029,6.095988,110.77588,998.787794,19.151112,6.927417,107.638068,3.257562
d45_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,369,273,1032.941595,0.264294,372.728682,0.412953,0.435429,1.436841,1955.473668,158.236757,1350.070994,211.720425,747.8958,73.32537,50.991131,321.163759,57.517814,160.193361,1009.039699,180.837934,10.223278,111.02736,36.986119
d45_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,505,343,1164.558876,0.294532,398.119019,0.388382,0.410526,1.161143,2211.116002,157.950738,1436.571358,304.444552,816.776945,43.337379,66.457168,359.562409,31.221979,208.781351,1129.703267,98.08674,12.255431,127.541816,18.153491
d45_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,181,93,512.381832,0.181505,173.366342,0.37096,0.410526,0.846321,1002.246625,61.179277,603.527324,135.783886,375.316563,1.281383,31.252807,159.886947,0.8983,98.18359,502.521641,2.822093,6.032655,54.64848,0.498143
d45_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,235,113,505.568297,0.223511,152.784421,0.336366,0.324549,0.781618,985.181657,51.368961,540.625636,212.170959,289.833158,3.564179,48.375768,121.368952,2.341765,151.976958,381.291807,7.356871,9.284639,40.867588,1.216734
d45_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,277,157,719.782671,0.218121,231.641406,0.360764,0.410526,1.133602,1393.523807,83.749093,822.224313,243.283106,455.442132,21.057433,56.295459,190.34467,15.037309,176.857402,597.985418,47.381493,10.949471,64.104614,8.695008
d45_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,249,141,606.155103,0.232614,193.279403,0.355151,0.410526,0.740086,1176.495353,67.564296,682.312889,197.775511,406.156917,2.222675,44.034507,171.632331,1.476671,138.338485,539.335307,4.639097,8.30153,58.487669,0.775097
d45_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,624,440,1408.606364,0.312365,515.701404,0.424634,0.435429,2.21551,2628.022743,247.192186,1897.782001,339.816013,949.835377,118.954975,74.186694,427.244755,102.381604,233.064374,1342.578663,322.138964,13.773763,155.416937,78.001486
d45_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,942,741,2187.73919,0.338706,791.150491,0.427896,0.435429,1.603155,4007.420212,382.924006,2971.895906,606.542344,1325.545867,255.650979,137.526391,606.534804,201.775187,432.051901,1905.485286,634.35872,26.304667,225.338719,131.280621
d45_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,1002,771,1834.248767,0.420336,617.757816,0.413622,0.410526,1.818635,3292.203944,306.781187,2402.459337,601.431703,1037.509715,195.307349,133.369488,473.990914,156.947109,418.992605,1489.786879,493.679853,24.942183,176.237201,105.601803
d45_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,886,658,1907.945818,0.344874,679.040117,0.420993,0.435429,1.947296,3505.380992,332.939671,2549.094454,509.118102,1217.047979,181.779736,109.261972,546.679556,155.043074,343.256609,1717.728902,488.108942,19.938381,198.677896,114.323395
d45_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,195,133,387.219376,0.343475,125.155773,0.377485,0.410526,1.105375,724.544524,50.414713,463.450015,122.217668,242.85784,22.143868,27.866894,103.020525,16.555305,87.546429,323.753167,52.150419,5.339694,35.068581,10.006438
d45_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,437,239,937.470677,0.254941,290.364133,0.350471,0.324549,0.973648,1807.266972,105.688939,1041.244553,369.025463,543.285543,25.159671,81.437991,231.706841,18.293603,255.844994,727.928509,57.471049,15.244026,79.839656,10.605257
d45_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,370,222,908.015803,0.244489,317.297588,0.390997,0.410526,1.161143,1748.753682,123.192823,1127.968455,223.705026,652.073072,32.237705,53.134305,281.217787,24.691419,166.926342,883.471734,77.570379,10.552273,97.440456,15.200095
d45_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,634,464,1637.172184,0.283416,562.632186,0.396551,0.410526,1.654883,3091.84731,237.491148,2052.842507,486.744802,1068.748118,81.679263,112.588235,473.882344,66.855289,353.706371,1488.938596,210.19754,21.903472,169.736781,45.850896
d45_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,1199,942,2858.831956,0.329505,967.408203,0.39492,0.410526,1.747751,5315.043099,415.964236,3575.757576,916.225438,1729.841285,212.765234,212.726039,762.460842,162.764267,668.29856,2395.551813,511.907204,41.501789,272.77366,101.688787
d45_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,1358,1096,3055.710027,0.358673,1060.748372,0.404142,0.410526,1.480173,5643.783481,464.676653,3928.767122,901.737306,1927.760624,226.212096,205.679236,873.239062,171.110694,646.347569,2743.988761,538.430793,39.600472,320.060456,105.015725
d45_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,985,761,2575.405865,0.295487,953.509614,0.430118,0.435429,1.642104,4788.022468,439.098625,3505.233287,589.421011,1734.826528,251.158326,133.992991,786.576866,194.884391,420.951395,2471.236468,613.045424,25.657463,288.522964,124.918198
d45_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,1336,1109,3123.674541,0.355031,1080.677233,0.408714,0.410526,1.603155,5744.041548,487.91953,4039.470149,920.528238,1912.751952,290.394351,212.027607,852.767613,220.465906,666.197969,2679.43508,693.8371,41.019738,308.830665,138.069127
d45_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,627,343,1574.20472,0.217888,510.434792,0.364164,0.410526,0.929368,3052.522748,185.294802,1806.460465,539.59096,1006.139453,28.474306,119.825428,435.38713,19.801668,376.442683,1367.809008,62.208774,22.519111,151.861828,10.913863
d45_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,604,374,1480.148153,0.252677,476.212346,0.370938,0.410526,1.54289,2821.276247,188.340247,1736.447122,528.12312,893.790248,58.234786,123.069457,381.974438,47.523254,386.634103,1200.186727,149.626292,24.079613,131.791581,32.469053
d45_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,454,256,1224.137794,0.209127,396.217772,0.363139,0.410526,0.973648,2373.732709,144.69384,1406.253487,451.81466,742.955204,29.367929,105.25727,321.522627,20.719001,330.675466,1010.286075,65.291946,20.591243,112.427572,11.675025
d45_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,393,259,1214.354139,0.213282,393.573933,0.365741,0.410526,1.105375,2337.804998,142.934913,1403.737593,371.275177,819.194265,23.884697,85.304251,343.832472,17.5739,267.99121,1080.255562,55.490822,16.504352,115.959557,10.471004
d07_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,69,41,223.737007,0.183251,80.96363,0.393147,0.435429,0.615789,436.275615,29.295852,277.310903,41.838282,181.650951,0.247774,9.279248,78.838977,0.152577,29.151617,247.679952,0.479334,1.727119,27.494941,0.073792
d07_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,44,30,196.686421,0.152527,80.721366,0.444619,0.435429,0.598439,383.76372,32.357835,277.248549,16.052507,180.633914,0,3.70808,84.542874,0,11.649278,265.599271,0,0.722091,31.635744,0
d07_03_G01_0_3_T,glasshouse_b2,Gladius,T0,R3,T,76,52,297.81623,0.174604,116.234132,0.427135,0.435429,0.870857,579.433041,45.471996,403.200052,29.177254,264.857084,3.781893,6.824803,118.884826,2.632934,21.440751,373.487695,8.271607,1.344024,42.673222,1.45475
